PathFileType	4	(X/Y/Z)	D:\TRACE\spotREDO_2-26-24\spot_baseline_5-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7000	5	mm	100.00	1	      7000
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-696.98309	-3.83662	-575.59283	718.09271	5.20602	-490.92297	-768.02753	4.99115	643.66687	801.26666	11.42066	647.87164	4.35469	741.42865	-982.88617	
2	0.010	-696.99677	-3.82187	-575.59564	718.25238	5.01207	-490.75922	-768.15253	4.88415	643.61029	801.14453	11.38037	647.82068	4.19458	741.47784	-982.73480	
3	0.020	-696.95599	-3.87707	-575.59827	718.19440	4.91616	-490.83984	-768.14661	4.81963	643.55847	801.18408	11.33552	647.76544	4.20471	741.49377	-982.64795	
4	0.030	-696.96661	-3.87249	-575.60651	718.13989	4.86101	-490.78830	-768.14392	4.84076	643.55011	801.16229	11.36817	647.78943	4.18980	741.47089	-982.61102	
5	0.040	-696.99536	-3.83256	-575.61255	718.13074	5.09601	-490.92303	-768.10022	4.81756	643.58215	801.29065	11.39855	647.81555	4.24294	741.44440	-982.64099	
6	0.050	-696.95990	-3.83731	-575.59247	718.21405	4.90064	-490.76334	-768.12787	4.83126	643.60706	801.30463	11.43163	647.85156	4.22586	741.50476	-982.66858	
7	0.060	-696.98663	-3.81063	-575.60437	718.22076	4.95444	-490.76822	-768.08179	4.86364	643.61670	801.35437	11.40654	647.81384	4.31780	741.48083	-982.75769	
8	0.070	-696.98468	-3.86590	-575.61865	718.22009	4.95713	-490.72607	-768.09698	4.85607	643.60577	801.22510	11.33897	647.82813	4.33465	741.45526	-982.88226	
9	0.080	-696.99713	-3.84293	-575.59058	718.14758	4.93073	-490.79337	-768.15753	4.80019	643.55426	801.13489	11.29976	647.80432	4.39956	741.39734	-982.99359	
10	0.090	-697.00006	-3.82609	-575.61340	718.15167	4.89993	-490.82001	-768.13892	4.78154	643.55225	801.21899	11.37811	647.83008	4.42108	741.40320	-983.00311	
11	0.100	-696.95563	-3.81711	-575.61194	718.26782	4.97054	-490.76529	-768.12445	4.85358	643.56348	801.30817	11.42243	647.82745	4.43545	741.39966	-983.01758	
12	0.110	-697.01178	-3.85320	-575.58313	718.22614	5.00099	-490.76517	-768.13959	4.87028	643.57562	801.24829	11.44050	647.86243	3.80195	741.45355	-982.99030	
13	0.120	-696.97321	-3.86234	-575.60022	718.23840	4.98900	-490.74628	-768.13354	4.88744	643.59473	801.23065	11.40580	647.82117	4.41978	741.38239	-982.93176	
14	0.130	-697.00531	-3.87848	-575.59967	718.16919	4.88177	-490.77142	-768.13232	4.83553	643.56689	801.27325	11.02569	647.46619	4.07052	741.45691	-982.90125	
15	0.140	-696.98322	-3.88468	-575.61029	718.16986	4.85731	-490.82077	-768.12518	4.80276	643.55377	801.30591	11.05147	647.45636	4.15606	741.44812	-982.89709	
16	0.150	-696.97791	-3.84166	-575.58826	718.20605	4.88905	-490.77023	-768.13165	4.78548	643.54834	801.26996	11.40461	647.84082	4.34348	741.48285	-982.80475	
17	0.160	-697.00360	-3.81767	-575.59192	718.08624	5.13650	-490.91687	-768.13239	4.84185	643.58209	801.26349	11.40769	647.84290	4.27050	741.51294	-982.76532	
18	0.170	-697.01080	-3.80708	-575.58038	718.24591	5.03000	-490.73672	-768.14954	4.87112	643.59076	801.24994	11.16874	647.56244	4.30277	741.52936	-982.69781	
19	0.180	-696.98724	-3.83329	-575.59656	718.26593	4.99562	-490.72675	-768.03833	4.98205	643.69464	801.23682	11.01153	647.43109	4.40436	741.49817	-982.74097	
20	0.190	-696.96490	-3.89779	-575.58771	718.20465	4.93608	-490.76877	-768.15411	4.77474	643.56384	801.13953	11.29868	647.81824	4.33946	741.46179	-982.75250	
21	0.200	-696.96967	-3.91274	-575.57898	718.17261	4.85879	-490.78174	-768.11877	4.77404	643.56818	801.29504	11.04114	647.50732	4.42323	741.39191	-982.77765	
22	0.210	-696.97217	-3.87531	-575.57904	718.22314	4.86103	-490.76593	-768.16632	4.81880	643.55560	801.29919	11.45518	647.83508	4.41544	741.39087	-982.82880	
23	0.220	-696.97803	-3.87306	-575.62787	718.11572	5.14853	-490.95557	-768.12189	4.83579	643.58221	801.38641	11.21216	647.54926	4.46496	741.41089	-982.84827	
24	0.230	-696.97791	-3.87414	-575.61444	718.27136	4.94358	-490.78049	-768.14453	4.84601	643.58380	801.24792	11.37418	647.80444	4.45905	741.36353	-982.99176	
25	0.240	-697.00067	-3.83068	-575.61139	718.24854	4.94264	-490.81052	-768.12781	4.83714	643.53864	801.18854	10.99887	647.47791	4.48276	741.37836	-982.96875	
26	0.250	-696.98462	-3.82958	-575.60486	718.07990	5.05942	-490.98010	-768.17419	4.78587	643.52563	801.20068	11.05187	647.45074	4.47212	741.37250	-983.01575	
27	0.260	-696.98376	-3.83349	-575.59027	718.11481	5.08302	-490.91348	-768.17981	4.81271	643.51208	801.29034	11.05116	647.47363	4.46151	741.38324	-983.05804	
28	0.270	-696.95917	-3.85770	-575.60974	718.24481	4.93966	-490.74884	-768.25659	4.87613	643.37653	801.34534	11.12397	647.51282	4.46070	741.38678	-982.99133	
29	0.280	-697.00494	-3.80133	-575.59595	718.26349	4.93366	-490.72458	-768.29724	5.18364	643.39679	801.26178	11.30651	647.82928	4.45643	741.41376	-982.93011	
30	0.290	-696.94250	-3.84679	-575.58875	718.28046	4.89231	-490.69110	-768.23358	5.07543	643.55292	801.37219	11.04123	647.49823	4.46720	741.41632	-982.85101	
31	0.300	-696.97473	-3.85125	-575.60083	718.19226	4.86486	-490.77930	-768.20721	4.81256	643.47144	801.23700	11.02181	647.51239	4.44620	741.40192	-982.78925	
32	0.310	-696.98212	-3.91113	-575.61633	718.18835	4.85776	-490.80692	-768.20166	4.83286	643.51404	801.17010	10.93883	647.42609	4.39715	741.41431	-982.74969	
33	0.320	-696.98444	-3.87732	-575.60822	718.20270	4.84066	-490.76825	-768.18933	4.82530	643.48138	801.27106	11.38857	647.85565	4.28505	741.46960	-982.66644	
34	0.330	-696.83392	-3.99228	-575.63770	718.26434	4.89427	-490.79208	-768.10999	5.08102	643.64203	801.32178	11.11136	647.49310	4.40648	741.43744	-982.71765	
