0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.808002374447130467e-01,-3.352575987496947962e-01,3.078079054700429751e+00
-1.808002374447130467e-01,-3.352575987496947962e-01,3.078079054700429751e+00
-1.785947706851591099e-01,-3.305377245815450116e-01,3.040897054819358569e+00
-1.788289771691898566e-01,-3.302800421675599618e-01,3.044793644242790531e+00
-1.788289771691898566e-01,-3.302800421675599618e-01,3.044793644242790531e+00
-1.788289771691898566e-01,-3.302800421675599618e-01,3.044793644242790531e+00
-1.788289771691898566e-01,-3.302800421675599618e-01,3.044793644242790531e+00
-1.796960404124285371e-01,-3.299586685511937123e-01,3.048129355537375851e+00
-1.806927604441833646e-01,-3.289616119771429092e-01,3.026605312641233336e+00
-1.806927604441833646e-01,-3.289616119771429092e-01,3.026605312641233336e+00
-1.806927604441833646e-01,-3.289616119771429092e-01,3.026605312641233336e+00
-1.805476526680064031e-01,-3.293353577913450403e-01,3.024018513311184542e+00
-1.805476526680064031e-01,-3.293353577913450403e-01,3.024018513311184542e+00
-1.805476526680064031e-01,-3.293353577913450403e-01,3.024018513311184542e+00
-1.795318770404185638e-01,-3.303479829149753022e-01,3.045429084056528346e+00
-1.795318770404185638e-01,-3.303479829149753022e-01,3.045429084056528346e+00
-1.775532035219801463e-01,-3.286355011981437202e-01,3.023367816592780422e+00
-1.795814217986357042e-01,-3.317676249252398679e-01,3.046162618408728484e+00
-1.795814217986357042e-01,-3.317676249252398679e-01,3.046162618408728484e+00
-1.795814217986357042e-01,-3.317676249252398679e-01,3.046162618408728484e+00
-1.795814217986357042e-01,-3.317676249252398679e-01,3.046162618408728484e+00
-1.783539598588200770e-01,-3.332310184205026782e-01,3.059470255882555279e+00
-1.828637491101832990e-01,-3.361723268691692579e-01,3.086390731525525233e+00
-1.793872046910499618e-01,-3.325158748520959384e-01,3.065522978722088343e+00
-1.823013441742050156e-01,-3.345155163959259159e-01,3.065160047814146971e+00
-1.804158449509530304e-01,-3.315532124719832718e-01,3.044374837959599844e+00
-1.791575180645089416e-01,-3.308341431049057202e-01,3.050172393154475081e+00
-1.790589183124544903e-01,-3.313431455896076461e-01,3.048572022507784141e+00
-1.790589183124544903e-01,-3.313431455896076461e-01,3.048572022507784141e+00
