4.703619834287466328e-01,-6.157016314367059762e-01,3.291426166123482044e+00
4.702490698458582363e-01,-6.129691071043797956e-01,3.264695036653048277e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.736792503792342512e-01,-6.135200458279931324e-01,3.247652861347324560e+00
4.804575181129610018e-01,-6.205225618071971150e-01,3.268614549524172297e+00
4.833082257490471934e-01,-6.233602991930417003e-01,3.267685675599093287e+00
4.838310158158950491e-01,-6.226813092523392212e-01,3.256097190141589603e+00
4.905036789460155422e-01,-6.276492182501421935e-01,3.266185917945172879e+00
4.955646244283764545e-01,-6.340575730952956457e-01,3.279745045556589744e+00
4.913561973786639281e-01,-6.271167674191550079e-01,3.232320412824422284e+00
5.005847053304880445e-01,-6.362694197740569324e-01,3.263788671051010226e+00
5.044935202049527501e-01,-6.355390764882692389e-01,3.255693509860259294e+00
5.062053433504709599e-01,-6.358397783403667569e-01,3.238091933174724879e+00
5.030125530636965214e-01,-6.289516427717427582e-01,3.199029671802763097e+00
5.096729679298943605e-01,-6.340881142632777134e-01,3.213436209572183344e+00
5.125076145918525672e-01,-6.340668828054747408e-01,3.213036518524367668e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200830418077618811e-01,-6.335789595938166041e-01,3.205949551474744919e+00
5.306088522957178588e-01,-6.416161324153829559e-01,3.257724337502110323e+00
5.255951589271068425e-01,-6.330906095394522870e-01,3.218005690205183456e+00
5.276757748456620822e-01,-6.328670330501302566e-01,3.212818338717147171e+00
5.378978952615532938e-01,-6.416862752474046250e-01,3.257314340866142910e+00
5.388914201448360419e-01,-6.381274476990310696e-01,3.250227242674724959e+00
5.396319294664261301e-01,-6.355916756631516673e-01,3.236970980906737960e+00
5.437122661724428374e-01,-6.359359070649991397e-01,3.257603539107469359e+00
5.471001701366395853e-01,-6.314515937282846325e-01,3.260940279102229500e+00
5.471050403595226763e-01,-6.274134402113480391e-01,3.243447572297343484e+00
5.508555272489866761e-01,-6.233653586309386707e-01,3.248958829920286728e+00
5.469029644598850659e-01,-6.120882748032626663e-01,3.208875115485400720e+00
5.502644996919637821e-01,-6.127358756778996662e-01,3.215917371990859142e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.575724768149292743e-01,-6.115592900606003912e-01,3.220599961583759718e+00
5.650106510589941733e-01,-6.123089239849550669e-01,3.251435584469045903e+00
5.646793814302695225e-01,-6.081790433659362005e-01,3.237018938586963657e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.639187728738225269e-01,-5.999337456195660279e-01,3.212194382000114867e+00
5.730153230730565816e-01,-6.080983947314011484e-01,3.255767532717869894e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.772906954453720374e-01,-6.022528740768984257e-01,3.255623681945674974e+00
5.687460624572169277e-01,-5.889577176699218874e-01,3.195359428942053714e+00
5.784361046584275412e-01,-5.953194652807992648e-01,3.233517049896515783e+00
5.754860852356402656e-01,-5.893940503463137581e-01,3.208939934787114812e+00
5.859734626660247914e-01,-5.964829510111727684e-01,3.255372331919551332e+00
5.783873882562755586e-01,-5.837479894742025888e-01,3.209569825997393266e+00
5.776594722774061053e-01,-5.801545357448972817e-01,3.197587604852365040e+00
5.837988292237590304e-01,-5.813159462810654210e-01,3.219938895989330696e+00
5.918583371666248372e-01,-5.850231913195323985e-01,3.256621529211018995e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.914355358228381432e-01,-5.781565849218899267e-01,3.242623322676061459e+00
5.901015316733184690e-01,-5.725712437325909399e-01,3.227704579203030111e+00
5.888709866895935896e-01,-5.684991812530908462e-01,3.225356137937027690e+00
5.915423169132466574e-01,-5.696243482221113874e-01,3.244194677249828018e+00
5.836973540455316911e-01,-5.591989794696859972e-01,3.201500870829305345e+00
5.868842934200871886e-01,-5.615226516316057515e-01,3.223138784355772835e+00
5.875101864040235267e-01,-5.614107674678320281e-01,3.226716423002234713e+00
5.861330239971971334e-01,-5.600309682591025906e-01,3.227347248069720287e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.840786707566303360e-01,-5.587149020009359868e-01,3.224093466258547647e+00
5.841834241726093779e-01,-5.587784105100982446e-01,3.228817939501807288e+00
5.827248944855838442e-01,-5.573576122009633593e-01,3.224845742051630548e+00
5.814873293578528557e-01,-5.575075833398163150e-01,3.230247577180759055e+00
5.800510997754152465e-01,-5.561065056540004381e-01,3.226378990291339566e+00
5.793225529585259714e-01,-5.561177230036655761e-01,3.222185814895234035e+00
5.753027070091443207e-01,-5.536408917173473165e-01,3.203844152726080807e+00
5.785661715248779924e-01,-5.574852304290792704e-01,3.226079285466734614e+00
5.786423365373778438e-01,-5.575269177063164605e-01,3.230690800171349686e+00
5.765172669622123935e-01,-5.533105569748679731e-01,3.223126790558197285e+00
5.675932844869473470e-01,-5.440014183821980653e-01,3.177293185050684254e+00
