PathFileType	4	(X/Y/Z)	D:\TRACE\spot_10-12-23\spot_body_motion_3_1-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7000	5	mm	100.00	1	      7000
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-819.96631	123.62727	-602.35168	752.82092	126.99426	-595.63062	-736.39160	-78.81464	517.39087	681.09442	-89.56713	602.30316	-37.50709	905.69666	-784.20184	
2	0.010	-819.96411	123.68290	-602.38074	752.83868	126.99740	-595.66418	-736.37634	-78.82117	517.40192	681.19879	-89.56650	602.25244	-37.49460	905.69702	-784.31635	
3	0.020	-819.93604	123.65718	-602.38885	752.79926	126.99542	-595.63306	-736.42365	-78.83405	517.34662	681.20831	-89.49831	602.32983	-37.50918	905.78204	-784.35925	
4	0.030	-820.07129	123.66611	-602.31213	752.80261	126.96674	-595.62909	-736.44525	-78.92695	517.37665	681.19775	-89.62326	602.24927	-37.42213	905.79803	-784.38660	
5	0.040	-819.89221	123.56640	-602.41498	752.76898	127.00641	-595.61353	-736.38928	-78.99429	517.36523	681.17419	-89.57968	602.33435	-37.49563	905.83258	-784.37976	
6	0.050	-819.94647	123.64880	-602.36218	752.78369	127.03540	-595.62421	-736.39716	-78.97298	517.35553	681.16895	-89.62148	602.28650	-37.46946	905.81384	-784.36157	
7	0.060	-819.94775	123.70953	-602.32019	752.82483	127.04429	-595.61761	-736.35779	-78.89533	517.37103	681.16650	-89.58882	602.30072	-37.49865	905.80731	-784.26752	
8	0.070	-819.95819	123.70242	-602.37457	752.83728	127.04999	-595.63623	-736.44208	-78.85130	517.31720	681.15424	-89.62344	602.25275	-37.54277	905.78107	-784.19049	
9	0.080	-819.91394	123.62869	-602.37274	752.86200	126.98193	-595.62958	-736.41333	-78.87968	517.34705	681.23248	-89.56499	602.28802	-37.42215	905.64728	-784.05493	
10	0.090	-819.88080	123.52214	-602.40143	752.80664	126.92895	-595.63812	-736.34839	-78.92560	517.31616	681.19995	-89.50781	602.27777	-37.49927	905.60358	-784.05298	
11	0.100	-819.86414	123.51114	-602.44946	752.77222	126.96168	-595.62500	-736.42780	-78.88802	517.31323	681.20148	-89.49904	602.31537	-37.49567	905.63898	-784.10748	
12	0.110	-819.92365	123.57713	-602.43732	752.78613	126.96441	-595.59534	-736.40161	-78.86298	517.34241	681.10071	-90.17687	601.65784	-37.52703	905.66119	-784.23694	
13	0.120	-819.94171	123.66998	-602.37842	752.79578	127.00192	-595.65613	-736.37494	-78.83975	517.32251	680.90942	-90.06491	602.15332	-37.48361	905.74603	-784.35211	
14	0.130	-820.09216	123.76657	-602.34418	752.83917	127.03683	-595.63251	-736.38177	-78.87639	517.29492	681.12170	-90.04384	602.77997	-37.48433	905.78882	-784.42010	
15	0.140	-820.06622	123.67941	-602.31067	752.76935	127.01802	-595.61658	-736.39020	-78.91072	517.37885	681.08282	-89.88761	602.61938	-37.42693	905.79120	-784.42896	
16	0.150	-819.91199	123.55958	-602.43182	752.81470	126.94019	-595.56409	-736.39899	-78.96177	517.33032	681.17810	-89.68854	602.51575	-37.38264	905.78436	-784.40619	
17	0.160	-820.06360	123.62377	-602.34595	752.78680	126.97341	-595.63031	-736.22748	-79.09357	517.24072	681.17291	-89.63156	602.53528	-37.47247	905.80658	-784.41968	
18	0.170	-819.92664	123.63581	-602.43494	752.81689	127.01985	-595.64636	-736.32477	-78.93308	517.26831	681.22101	-89.58489	602.49969	-37.50354	905.73737	-784.36597	
19	0.180	-819.92047	123.65755	-602.40668	752.82849	127.00754	-595.63306	-736.34808	-78.88242	517.27502	681.23035	-89.55877	602.46429	-37.54977	905.72980	-784.32025	
20	0.190	-820.08026	123.66695	-602.31531	752.81757	126.96329	-595.65961	-736.33844	-78.89671	517.31647	681.21405	-89.57408	602.49792	-37.47488	905.65143	-784.23438	
21	0.200	-819.89020	123.53961	-602.41815	752.80896	126.92587	-595.63074	-736.38623	-78.88380	517.29034	681.21228	-89.52663	602.52136	-37.49347	905.62128	-784.17480	
22	0.210	-819.91431	123.51010	-602.43445	752.81915	126.90042	-595.62122	-736.37091	-78.97089	517.31238	681.39307	-89.44519	602.58893	-37.40865	905.58966	-784.15704	
23	0.220	-819.90930	123.51995	-602.39008	752.80499	126.91904	-595.63287	-736.42169	-78.91605	517.30383	681.51978	-89.36930	602.56964	-37.54297	905.66266	-784.20367	
24	0.230	-819.92755	123.63551	-602.41132	752.78943	127.01977	-595.63062	-736.35266	-78.95100	517.34137	681.62695	-89.30173	602.62659	-37.52456	905.74042	-784.26685	
25	0.240	-819.89886	123.63523	-602.37238	752.78845	127.00727	-595.60675	-736.35260	-78.91331	517.35345	681.67511	-89.19173	602.64130	-37.54353	905.73651	-784.28644	
26	0.250	-820.04431	123.63889	-602.34149	752.80585	127.01027	-595.62463	-736.39917	-78.93607	517.30505	681.89606	-89.22631	602.58655	-37.46833	905.73724	-784.31622	
27	0.260	-820.01642	123.59677	-602.32947	752.79681	126.97584	-595.64301	-736.37897	-78.93704	517.35370	682.02460	-89.10623	602.68646	-37.50962	905.70850	-784.30725	
28	0.270	-820.03375	123.57983	-602.35242	752.80353	126.95288	-595.64893	-736.38635	-78.95203	517.31049	682.17865	-89.18416	602.73248	-37.47599	905.69849	-784.28320	
29	0.280	-819.93506	123.59496	-602.40161	752.81250	126.96863	-595.60791	-736.35669	-78.91037	517.30670	682.34216	-89.09046	602.59338	-37.48438	905.67853	-784.20764	
30	0.290	-820.05536	123.68417	-602.38898	752.82489	126.96411	-595.63770	-736.35071	-78.85738	517.34296	681.51019	-89.18314	603.11926	-37.55270	905.68945	-784.23871	
31	0.300	-819.93060	123.59657	-602.37030	752.83038	126.98432	-595.62115	-736.34589	-78.90119	517.35535	681.49829	-89.18876	603.10291	-37.50325	905.67908	-784.24597	
32	0.310	-819.91895	123.58823	-602.40741	752.79633	126.93279	-595.61780	-736.38446	-78.86449	517.33142	681.50427	-89.19720	603.11853	-37.46648	905.66736	-784.23657	
33	0.320	-819.90387	123.53131	-602.41571	752.78394	126.95892	-595.65204	-736.41400	-78.90047	517.35248	681.51575	-89.23016	603.11938	-37.48127	905.69690	-784.25305	
34	0.330	-819.92523	123.58878	-602.40198	752.80548	126.96351	-595.61713	-736.35431	-78.91772	517.33881	681.49249	-89.19948	603.16425	-37.50897	905.74445	-784.27533	
