Time,postX,postY,postZ,wristX,wristY,wristZ
0,6.7969825,1297.4201,976.33375,-57.076198,1202.401,257.27057
0.01,6.7636825,1297.3888,976.29428,-57.076268,1202.3983,257.27481
0.02,6.7305325,1297.4078,976.24481,-57.141598,1202.4146,257.24545
0.03,6.7684225,1297.4123,976.35512,-57.162288,1202.4183,257.27934
0.04,6.6846025,1297.3862,976.35813,-57.202628,1202.3905,257.26984
0.05,6.6425525,1297.3092,976.35238,-57.142818,1202.3835,257.33956
0.06,6.7715625,1297.3796,976.35771,-57.175318,1202.3898,257.30441
0.07,6.7202425,1297.3992,976.35854,-57.150028,1202.4007,257.30279
0.08,6.6662225,1297.4275,976.29283,-57.190038,1202.3927,257.22663
0.09,6.7382625,1297.4134,976.29635,-57.226308,1202.3934,257.29432
0.1,6.7033925,1297.4396,976.27425,-57.229858,1202.4105,257.30202
0.11,6.7208325,1297.3935,976.31675,-57.273748,1202.3713,257.27122
0.12,6.7478825,1297.458,976.26673,-57.229778,1202.4129,257.27611
0.13,6.7870725,1297.4,976.32994,-57.236928,1202.4224,257.28472
0.14,6.7451325,1297.3822,976.40697,-57.258518,1202.4238,257.35428
0.15,6.6630225,1297.3893,976.35694,-57.250508,1202.4043,257.32176
0.16,6.7427525,1297.4587,976.31175,-57.270168,1202.4156,257.28435
0.17,6.7066625,1297.4372,976.27654,-57.289138,1202.3979,257.29785
0.18,6.7258025,1297.38,976.30098,-57.365758,1202.3469,257.31027
0.19,6.7460525,1297.3927,976.30004,-57.376988,1202.3789,257.2527
0.2,6.7819125,1297.3826,976.33178,-57.301898,1202.3808,257.32287
0.21,6.7301925,1297.4018,976.32288,-57.361138,1202.4104,257.36774
0.22,6.7258125,1297.4407,976.31568,-57.390598,1202.4092,257.33237
0.23,6.7442425,1297.4253,976.2733,-57.421768,1202.3829,257.26034
0.24,6.6972125,1297.4168,976.25537,-57.376888,1202.3986,257.26212
0.25,6.7067025,1297.3759,976.28484,-57.428918,1202.4003,257.33478
0.26,6.7175925,1297.4148,976.35215,-57.415108,1202.3962,257.37652
0.27,6.7111825,1297.4889,976.23985,-57.565988,1202.4115,257.24061
0.28,6.7813025,1297.4795,976.30722,-57.491228,1202.4011,257.31842
0.29,6.7166425,1297.3931,976.38801,-57.462788,1202.39,257.41796
0.3,6.8293725,1297.3956,976.32701,-57.515908,1202.3587,257.3133
0.31,6.7845525,1297.4302,976.27632,-57.565518,1202.3972,257.3007
0.32,6.8256425,1297.3989,976.38879,-57.538998,1202.3834,257.37416
0.33,6.6282325,1297.4206,976.33992,-57.587918,1202.3973,257.35006
0.34,6.7065825,1297.4217,976.27212,-57.614738,1202.3764,257.35504
0.35,6.7624525,1297.3836,976.33821,-57.633718,1202.3481,257.38948
0.36,6.8064025,1297.3827,976.30896,-57.643428,1202.3533,257.35457
0.37,6.7498625,1297.4,976.32,-57.702648,1202.2874,257.42359
0.38,6.7669525,1297.4583,976.31363,-57.786738,1202.3284,257.39335
0.39,6.6988725,1297.4225,976.3002,-57.771718,1202.3368,257.38212
0.4,6.8075625,1297.3369,976.33458,-57.814488,1202.3452,257.42046
0.41,6.7577325,1297.4312,976.31869,-57.890248,1202.312,257.40468
0.42,6.7708025,1297.4433,976.3065,-57.903048,1202.3561,257.49923
0.43,6.7844425,1297.4251,976.30136,-57.942978,1202.3419,257.43033
0.44,6.6632225,1297.3363,976.34639,-58.001528,1202.3234,257.48485
0.45,6.7711225,1297.4911,976.30219,-58.008828,1202.3101,257.43929
0.46,6.6363925,1297.4601,976.27115,-57.949288,1202.3471,257.61275
0.47,6.7789525,1297.4522,976.29495,-58.092288,1202.2965,257.4413
0.48,6.8008325,1297.3847,976.34085,-58.095308,1202.3361,257.5337
0.49,6.7507825,1297.4114,976.31372,-58.131278,1202.3394,257.58877
0.5,6.6405825,1297.4398,976.24983,-58.228908,1202.2886,257.46966
0.51,6.7375925,1297.3977,976.36702,-58.241578,1202.2653,257.51127
0.52,6.7629625,1297.3774,976.39029,-58.282608,1202.3031,257.62835
0.53,6.7849725,1297.3697,976.34103,-58.336818,1202.3042,257.58786
0.54,6.7378225,1297.3967,976.30495,-58.458968,1202.2207,257.48465
0.55,6.6960225,1297.3955,976.37465,-58.487698,1202.2263,257.50407
0.56,6.6424425,1297.392,976.28354,-58.504278,1202.2108,257.5276
0.57,6.6901625,1297.4164,976.30912,-58.533758,1202.1925,257.557
0.58,6.8069625,1297.4264,976.30867,-58.617098,1202.15,257.55547
0.59,6.8165125,1297.3788,976.33716,-58.671818,1202.1762,257.62097
0.6,6.8255925,1297.3662,976.30449,-58.837198,1202.1576,257.57034
0.61,6.7473025,1297.3996,976.30803,-58.865758,1202.1541,257.62727
0.62,6.7553025,1297.4017,976.32892,-58.918538,1202.1758,257.6688
0.63,6.7005525,1297.4078,976.34081,-59.056148,1202.1973,257.64734
0.64,6.7415725,1297.3674,976.374,-59.041628,1202.1641,257.68196
0.65,6.6957825,1297.4056,976.30347,-59.119848,1202.199,257.67903
0.66,6.8373325,1297.4173,976.28845,-59.006658,1202.1574,257.81679
0.67,6.7671725,1297.3611,976.34018,-59.178918,1202.1329,257.64708
0.68,6.8081425,1297.4283,976.34138,-59.091498,1202.126,257.82932
0.69,6.7951025,1297.3576,976.39742,-59.079858,1202.1438,257.89675
0.7,6.7895325,1297.4013,976.29771,-59.129668,1202.1458,257.8243
0.71,6.7760825,1297.3872,976.33396,-59.124268,1202.11,257.91105
0.72,6.7296725,1297.39,976.28803,-59.295608,1202.1072,257.7159
0.73,6.7738125,1297.4184,976.31925,-59.214818,1202.1245,257.82739
0.74,6.6723525,1297.3805,976.30399,-59.221608,1202.125,257.88969
0.75,6.6902325,1297.3859,976.30387,-59.281168,1202.1146,257.77021
0.76,6.7967325,1297.4262,976.32429,-59.323248,1202.1119,257.74324
0.77,6.7880925,1297.3819,976.37165,-59.368158,1202.1466,257.80808
0.78,6.7200425,1297.3637,976.32031,-59.227648,1202.1374,257.93191
0.79,6.8275225,1297.3498,976.36343,-59.270048,1202.1292,257.93455
0.8,6.8300525,1297.4511,976.34716,-59.279148,1202.1398,257.89323
0.81,6.8100425,1297.4633,976.26305,-59.337908,1202.0954,257.75013
0.82,6.7634225,1297.4358,976.35725,-59.279918,1202.1045,257.95673
0.83,6.8020325,1297.3624,976.38702,-59.271268,1202.1022,257.98384
0.84,6.8271125,1297.3386,976.43433,-59.210828,1202.1361,258.05792
0.85,6.7852825,1297.4036,976.3298,-59.341358,1202.1213,257.82492
0.86,6.7751225,1297.4424,976.28997,-59.346978,1202.1153,257.79467
0.87,6.7637725,1297.4297,976.35711,-59.239668,1202.1093,257.98895
0.88,6.6941625,1297.3245,976.3195,-59.337518,1202.0924,257.83874
0.89,6.7417525,1297.4077,976.29356,-59.258748,1202.141,257.90654
0.9,6.8392725,1297.3708,976.3775,-59.345398,1202.0983,257.82497
0.91,6.8342525,1297.3645,976.31008,-59.356118,1202.1114,257.93087
0.92,6.7195625,1297.3794,976.34269,-59.376978,1202.1141,257.84445
0.93,6.6943025,1297.3878,976.30168,-59.448048,1202.1156,257.82386
0.94,6.7153525,1297.4588,976.30352,-59.412218,1202.1036,257.79236
0.95,6.8165525,1297.3757,976.29982,-59.387198,1202.0961,257.82539
0.96,6.7297225,1297.3771,976.28694,-59.431778,1202.0801,257.85914
0.97,6.8169725,1297.4351,976.36313,-59.404858,1202.1066,257.88154
0.98,6.7636625,1297.4243,976.35246,-59.463968,1202.0919,257.86316
0.99,6.7470325,1297.361,976.37111,-59.481808,1202.0724,257.89719
1,6.8101525,1297.3983,976.38665,-59.429638,1202.098,257.89692
1.01,6.7885825,1297.4456,976.31885,-59.469708,1202.0826,257.84779
1.02,6.7994725,1297.3972,976.34955,-59.476778,1202.0738,257.91958
1.03,6.7078925,1297.4154,976.38856,-59.532728,1202.0839,257.88786
1.04,6.6662425,1297.4327,976.29321,-59.562568,1202.0942,257.83705
1.05,6.7555625,1297.4299,976.36373,-59.574158,1202.0802,257.84257
1.06,6.7820125,1297.3837,976.3471,-59.542038,1202.0704,257.8708
1.07,6.8377725,1297.4261,976.23339,-59.491638,1202.116,257.95017
1.08,6.7661525,1297.4,976.32763,-59.585308,1202.0615,257.85858
1.09,6.7185725,1297.3623,976.36639,-59.522068,1202.1105,257.97625
1.1,6.6898825,1297.3391,976.35829,-59.674378,1202.1008,257.86515
1.11,6.7428925,1297.347,976.4018,-59.637408,1202.0783,257.89353
1.12,6.8281325,1297.3984,976.30125,-59.601458,1202.0795,257.86719
1.13,6.8422725,1297.363,976.349,-59.600838,1202.0641,257.90366
1.14,6.7081225,1297.4773,976.33873,-59.654678,1202.0941,257.86918
1.15,6.6902225,1297.3723,976.31863,-59.741548,1202.1137,257.84294
1.16,6.8080325,1297.3759,976.40106,-59.634698,1202.0992,257.95002
1.17,6.7181425,1297.3926,976.38146,-59.644048,1202.0948,257.9046
1.18,6.7357425,1297.388,976.24254,-59.708368,1202.1222,257.80893
