Time,postX,postY,postZ,wristX,wristY,wristZ
1.8,35.446517,1284.1626,986.85263,8.4575275,1190.3832,247.71997
1.81,35.439867,1284.111,986.90406,8.4527575,1190.3659,247.74701
1.82,35.514087,1284.1423,986.84529,8.4712375,1190.3905,247.69628
1.83,35.465667,1284.1098,986.87507,8.4596975,1190.3834,247.70197
1.84,35.465667,1284.1265,986.8489,8.4965075,1190.3891,247.67471
1.85,35.441197,1284.1492,986.8216,8.4562575,1190.3927,247.67732
1.86,35.474687,1284.1957,986.84781,8.4722475,1190.4049,247.69725
1.87,35.428017,1284.2098,986.76495,8.4813175,1190.4269,247.61447
1.88,35.455597,1284.0621,986.92185,8.5257375,1190.4113,247.76801
1.89,35.483257,1284.1612,986.81262,8.5074175,1190.4323,247.72587
1.9,35.443207,1284.1396,986.84861,8.4646075,1190.4022,247.69984
1.91,35.432207,1284.2472,986.75828,8.4765875,1190.4136,247.6111
1.92,35.436947,1284.1487,986.84063,8.4802075,1190.4096,247.68885
1.93,35.434807,1284.1609,986.80176,8.5105275,1190.4094,247.69421
1.94,35.404767,1284.0255,986.89913,8.4792175,1190.3654,247.75689
1.95,35.467707,1284.133,986.79965,8.4892975,1190.403,247.71632
1.96,35.428577,1284.1704,986.76215,8.4123575,1190.3953,247.63785
1.97,35.487837,1284.1572,986.84917,8.4829475,1190.4061,247.69587
1.98,35.414597,1284.1344,986.82209,8.4828475,1190.4023,247.64121
1.99,35.342977,1284.1469,986.7784,8.4534775,1190.4111,247.59101
2,35.427627,1284.0588,986.90279,8.5085875,1190.3851,247.73464
2.01,35.439787,1284.085,986.90334,8.4640275,1190.3604,247.74905
2.02,35.441117,1284.1557,986.84428,8.4313275,1190.5616,247.62764
2.03,35.388667,1284.1351,986.84497,8.4764675,1190.3892,247.68123
2.04,35.452797,1284.1002,986.8953,8.4676575,1190.5626,247.64016
2.05,35.428437,1284.1052,986.85143,8.4706975,1190.4103,247.68947
2.06,35.442127,1284.1182,986.87259,8.4754675,1190.4097,247.73864
2.07,35.455787,1284.1437,986.83018,8.4687775,1190.3962,247.69288
2.08,35.387977,1284.1138,986.90812,8.4843375,1190.3836,247.77824
2.09,35.420777,1284.1962,986.78471,8.4597575,1190.3955,247.65975
2.1,35.384837,1284.1118,986.87744,8.4603775,1190.3722,247.67761
2.11,35.405217,1284.1457,986.78953,8.4640475,1190.4169,247.60688
2.12,35.406107,1284.0475,986.90947,8.4439475,1190.3883,247.76142
2.13,35.375147,1284.1159,986.84665,8.4514075,1190.3923,247.71499
2.14,35.380437,1284.0811,986.88893,8.4373775,1190.3791,247.74275
2.15,35.414347,1284.0637,986.93325,8.4491375,1190.3611,247.73481
2.16,35.440387,1284.0739,986.89142,8.4797475,1190.4093,247.71783
2.17,35.449367,1284.1433,986.81695,8.4931775,1190.4,247.68191
2.18,35.423847,1284.1122,986.85773,8.4774675,1190.3896,247.67978
2.19,35.452477,1284.1284,986.85437,8.5050275,1190.3826,247.69762
2.2,35.453017,1284.1154,986.8827,8.4743875,1190.4195,247.7399
2.21,35.437547,1284.1443,986.83978,8.4677175,1190.4009,247.67934
2.22,35.461697,1284.1519,986.8631,8.5169575,1190.4153,247.70154
2.23,35.474927,1284.1669,986.86194,8.5027575,1190.4147,247.67436
2.24,35.486047,1284.1543,986.89084,8.4800475,1190.4181,247.73117
2.25,35.440497,1284.1669,986.85505,8.5003175,1190.4086,247.64174
2.26,35.453047,1284.1921,986.81189,8.4566675,1190.4119,247.70213
2.27,35.410567,1284.0824,986.88393,8.4599475,1190.3836,247.74779
2.28,35.373537,1284.1097,986.77911,8.4946375,1190.4303,247.64683
2.29,35.415487,1284.144,986.82377,8.5122475,1190.4539,247.64746
2.3,35.400217,1284.1693,986.78209,8.4632675,1190.3878,247.65454
2.31,35.415487,1284.108,986.86837,8.4847475,1190.3507,247.73484
2.32,35.444197,1284.0997,986.85718,8.5079675,1190.3585,247.7548
2.33,35.409547,1284.0493,986.93906,8.5118775,1190.3893,247.77531
2.34,35.455787,1284.131,986.84265,8.4818375,1190.3977,247.6831
2.35,35.406607,1284.1826,986.77625,8.4484975,1190.3956,247.63953
2.36,35.437207,1284.1436,986.85022,8.4938275,1190.3975,247.6844
2.37,35.399477,1284.1054,986.93941,8.4967275,1190.3718,247.70643
2.38,35.492897,1284.1038,986.94325,8.4916375,1190.3979,247.7393
2.39,35.437597,1284.1676,986.79882,8.4652475,1190.4172,247.65008
2.4,35.476067,1284.1614,986.86417,8.5009575,1190.4226,247.66124
2.41,35.404317,1284.1144,986.87682,8.4490075,1190.3843,247.65783
2.42,35.479997,1284.1746,986.81154,8.4872175,1190.4072,247.6581
2.43,35.414997,1284.0791,986.93841,8.4933375,1190.3689,247.74182
2.44,35.410267,1284.1411,986.84175,8.4928075,1190.4184,247.65906
2.45,35.445397,1284.0984,986.93034,8.4571075,1190.3867,247.72129
2.46,35.372437,1284.0705,986.90502,8.4987475,1190.3802,247.71609
2.47,35.397327,1284.0909,986.89204,8.5636975,1190.4031,247.73715
2.48,35.452067,1284.1027,986.86936,8.4759375,1190.3727,247.67968
2.49,35.386977,1284.0784,986.85836,8.4978175,1190.4062,247.73932
2.5,35.431387,1284.0833,986.83561,8.5346375,1190.4318,247.73105
2.51,35.413607,1284.1105,986.89829,8.5086075,1190.4064,247.71329
2.52,35.445547,1284.1304,986.86122,8.4919275,1190.4281,247.70657
2.53,35.442077,1284.1932,986.87156,8.4862375,1190.4127,247.68249
2.54,35.422397,1284.1446,987.05189,8.5147775,1190.4095,247.86055
