Time,postX,postY,postZ,wristX,wristY,wristZ
0,35.567322,1283.9977,987.08134,0.0275125,1189.1173,237.98337
0.01,35.539842,1284.0478,987.0764,0.0370725,1189.1128,238.00532
0.02,35.543862,1284.134,986.94645,0.0527225,1189.136,237.89364
0.03,35.484292,1284.0382,987.03059,0.0222325,1189.129,237.94838
0.04,35.536792,1284.0518,987.00576,0.0791225,1189.1286,237.89528
0.05,35.464552,1284.0483,986.96687,0.0272525,1189.127,237.89653
0.06,35.449662,1284.0736,986.98321,-0.0062575,1189.1063,237.88277
0.07,35.468162,1284.0735,986.99173,-0.0287575,1189.1334,237.8929
0.08,35.489352,1283.9872,986.99121,0.0139625,1189.1156,237.92602
0.09,35.489312,1284.0167,986.95675,0.0740525,1189.1205,237.90252
0.1,35.527092,1284.012,986.94908,0.0775525,1189.1284,237.92743
0.11,35.459412,1283.9566,986.97933,0.0987725,1189.0945,237.96815
0.12,35.445962,1283.9787,987.03304,0.0608725,1189.0999,237.94933
0.13,35.524372,1284.094,986.98255,0.0325725,1189.1151,237.87993
0.14,35.453832,1284.0529,986.96169,0.0640725,1189.1381,237.90872
0.15,35.518092,1284.0283,987.04482,0.0853025,1189.1399,237.96373
0.16,35.471072,1283.9911,987.01761,0.0006925,1189.1192,237.93955
0.17,35.499472,1284.0183,986.98397,0.0361025,1189.117,237.95763
0.18,35.517812,1284.0628,986.93721,0.0415025,1189.147,237.88616
0.19,35.557872,1284.1192,986.9509,0.0569625,1189.1399,237.91746
0.2,35.507372,1284.074,986.96278,0.0566825,1189.1275,237.89863
0.21,35.461482,1283.9819,987.04467,0.0706825,1189.1148,237.95215
0.22,35.479032,1284.0321,987.00684,0.0230025,1189.1247,237.89845
0.23,35.518432,1284.039,986.94807,0.0760425,1189.1327,237.90614
0.24,35.485882,1283.991,987.04792,0.0395625,1189.0888,237.93848
0.25,35.539742,1284.0008,987.08937,0.0695025,1189.1295,237.9862
0.26,35.437362,1284.0068,987.06123,0.0404325,1189.1274,237.94495
0.27,35.535292,1284.0363,987.08341,0.0088425,1189.1149,237.96719
0.28,35.462262,1284.021,986.97077,0.0943725,1189.1181,237.92957
0.29,35.494712,1284.0138,987.03125,0.0811225,1189.1085,237.93479
0.3,35.504512,1283.9691,987.05338,0.0843325,1189.115,237.96017
0.31,35.484772,1283.9804,986.98627,0.0828525,1189.1063,237.97057
0.32,35.472392,1284.0503,986.95052,0.0367225,1189.1286,237.91937
0.33,35.488012,1283.9716,987.01973,0.0588225,1189.1215,237.93705
0.34,35.491322,1283.9934,987.0002,0.0534225,1189.1013,237.93888
0.35,35.542512,1284.0395,987.0291,0.0547525,1189.1264,237.93611
0.36,35.548692,1284.0301,986.99816,0.0838425,1189.1226,237.91426
0.37,35.553142,1284.0592,986.99997,0.0591525,1189.1153,237.90444
0.38,35.532772,1284.0534,986.98012,0.0666025,1189.1118,237.91015
0.39,35.509212,1284.076,987.01185,0.0334825,1189.1482,237.94371
0.4,35.535762,1284.0844,986.87215,0.0550325,1189.1386,237.88264
0.41,35.527792,1284.0422,987.03646,0.0546725,1189.1226,237.94081
0.42,35.521922,1284.0358,987.0186,0.0510025,1189.1189,237.90674
0.43,35.506392,1284.0532,986.96827,0.0477025,1189.1296,237.86524
0.44,35.473922,1284.0338,986.93829,0.0256125,1189.1254,237.88526
0.45,35.495882,1283.9903,986.96641,0.0542425,1189.114,237.90861
0.46,35.514442,1283.9811,986.91291,0.0366725,1189.1421,237.90159
0.47,35.515342,1283.9746,986.98994,0.0476125,1189.0998,237.95244
0.48,35.524272,1284.0474,986.99346,-0.0053275,1189.1031,237.90044
0.49,35.469272,1284.0545,986.87304,0.0237825,1189.1314,237.87072
0.5,35.506022,1283.9975,986.95334,0.0411825,1189.1005,237.92481
0.51,35.564292,1284.0239,986.93407,0.0167525,1189.1126,237.87486
0.52,35.564002,1283.9798,986.99638,0.0402225,1189.0919,237.94306
0.53,35.528762,1283.992,986.96764,0.0591725,1189.0852,237.96898
0.54,35.528542,1284.0231,987.0154,0.0655525,1189.1168,237.96251
0.55,35.558452,1284.1043,986.94083,0.0202325,1189.1252,237.89731
0.56,35.550632,1284.0449,986.9186,-0.0117275,1189.115,237.89685
0.57,35.582022,1283.9783,987.03689,0.0639325,1189.1176,238.01848
0.58,35.516392,1284.0275,986.97162,0.0814825,1189.1216,237.89013
0.59,35.481652,1284.0289,986.9373,0.0326325,1189.1138,237.88815
0.6,35.523372,1284.0778,986.95602,0.0035925,1189.1282,237.87823
0.61,35.549122,1284.0776,986.93894,0.0061325,1189.1057,237.92418
0.62,35.462182,1284.0153,986.99337,-0.0011475,1189.1162,237.91147
