Time,postX,postY,postZ,wristX,wristY,wristZ
0,35.801905,1284.235,986.51921,138.46938,1193.057,341.34994
0.01,35.812365,1284.2544,986.4778,138.47016,1193.1019,341.33373
0.02,35.808085,1284.2271,986.48475,138.41711,1192.9753,341.32782
0.03,35.862715,1284.2453,986.53349,138.52669,1193.0396,341.36458
0.04,35.852625,1284.2194,986.51538,138.44445,1193.0024,341.28106
0.05,35.741815,1284.1723,986.54431,138.49111,1193.0705,341.34561
0.06,35.723605,1284.1787,986.4914,138.50637,1193.0378,341.34802
0.07,35.792875,1284.1078,986.51819,138.45249,1192.9567,341.36283
0.08,35.787515,1284.1371,986.47436,138.51734,1193.0168,341.33917
0.09,35.748375,1284.0986,986.47964,138.51464,1193.0314,341.33708
0.1,35.809595,1284.2181,986.38161,138.49852,1193.045,341.26587
0.11,35.821405,1284.1868,986.45301,138.40015,1192.9485,341.32029
0.12,35.742845,1284.2085,986.50286,138.51152,1193.0464,341.29475
0.13,35.723015,1284.1424,986.52167,138.4094,1192.9463,341.28754
0.14,35.798945,1284.1662,986.54052,138.52775,1193.0186,341.35675
0.15,35.855255,1284.2754,986.40077,138.43531,1193.0075,341.19399
0.16,35.772245,1284.2506,986.4763,138.50569,1193.0428,341.29244
0.17,35.788295,1284.2039,986.43089,138.33553,1192.9587,341.26026
0.18,35.787135,1284.2238,986.50901,138.53574,1193.0447,341.3018
0.19,35.886585,1284.218,986.48817,138.54455,1193.0509,341.31032
0.2,35.816715,1284.2181,986.54959,138.52791,1193.0398,341.35561
0.21,35.792745,1284.2409,986.45944,138.46351,1193.0947,341.29092
0.22,35.783135,1284.2095,986.44138,138.38703,1192.9605,341.23851
0.23,35.794125,1284.1919,986.42124,138.50299,1193.0404,341.29417
0.24,35.722835,1284.1643,986.52219,138.51206,1193.0264,341.32699
0.25,35.768465,1284.1561,986.49969,138.47618,1193.0403,341.32369
0.26,35.682615,1284.1591,986.45502,138.47161,1193.0567,341.28789
0.27,35.675845,1284.1399,986.51559,138.40405,1192.9859,341.26583
0.28,35.683415,1284.0862,986.53033,138.38707,1192.9656,341.30408
0.29,35.679235,1284.1252,986.41875,138.49651,1193.0293,341.27681
0.3,35.686795,1284.0998,986.52368,138.40931,1192.9555,341.2676
0.31,35.766055,1284.1805,986.4919,138.4924,1193.0381,341.31185
0.32,35.796105,1284.2388,986.44622,138.43765,1193.0624,341.32871
0.33,35.804495,1284.2795,986.46633,138.47747,1193.0331,341.26927
0.34,35.824075,1284.2213,986.45252,138.51402,1193.0564,341.30812
0.35,35.843455,1284.2062,986.47671,138.4985,1193.0391,341.30938
0.36,35.864195,1284.2261,986.47425,138.49375,1193.0433,341.3604
0.37,35.797965,1284.2549,986.45077,138.44379,1193.0798,341.33674
0.38,35.847595,1284.2507,986.53858,138.37129,1193.0197,341.31984
0.39,35.825645,1284.2437,986.46203,138.36087,1193.0146,341.23486
0.4,35.778015,1284.1926,986.46983,138.49689,1193.0067,341.3179
0.41,35.824715,1284.2067,986.48878,138.54193,1193.044,341.31662
0.42,35.760435,1284.1958,986.45219,138.48479,1193.0493,341.32071
0.43,35.768655,1284.1336,986.54022,138.52632,1193.0641,341.38899
0.44,35.738155,1284.1184,986.55042,138.47223,1193.0187,341.38451
0.45,35.741235,1284.0984,986.52071,138.5378,1193.0333,341.37343
0.46,35.728595,1284.124,986.55345,138.52475,1193.0399,341.35922
0.47,35.750095,1284.0992,986.51468,138.52265,1193.0413,341.31539
0.48,35.740325,1284.1766,986.46568,138.49779,1193.0449,341.27861
0.49,35.759685,1284.1831,986.4886,138.49627,1193.053,341.28385
0.5,35.790345,1284.2241,986.41558,138.49715,1193.052,341.24908
0.51,35.870845,1284.1923,986.49935,138.40357,1192.9693,341.26745
0.52,35.877825,1284.2127,986.52203,138.50673,1193.0753,341.38962
0.53,35.878475,1284.2854,986.47968,138.48844,1193.0833,341.29558
0.54,35.841185,1284.2586,986.46033,138.46331,1193.0681,341.30844
0.55,35.836445,1284.2898,986.47786,138.39869,1193.0317,341.24023
0.56,35.903625,1284.2364,986.49959,138.34453,1192.9604,341.27873
0.57,35.760265,1284.2024,986.45725,138.5142,1193.1125,341.32732
0.58,35.850885,1284.193,986.50571,138.4074,1192.9999,341.28467
0.59,35.786715,1284.2075,986.50854,138.4957,1193.0509,341.34055
0.6,35.733695,1284.1246,986.49724,138.45662,1193.0075,341.34366
0.61,35.735225,1284.1272,986.50422,138.51928,1193.0224,341.34063
0.62,35.728565,1284.0802,986.5158,138.53041,1193.0279,341.36982
0.63,35.731835,1284.1213,986.46125,138.51297,1193.0464,341.31668
0.64,35.812605,1284.194,986.46868,138.50567,1193.0346,341.27985
0.65,35.689485,1284.1735,986.47119,138.41606,1192.9999,341.30662
0.66,35.761845,1284.2373,986.41801,138.50132,1193.0612,341.24923
0.67,35.822205,1284.1673,986.53902,138.49333,1193.0304,341.38099
0.68,35.829775,1284.2105,986.43538,138.49771,1193.067,341.27807
0.69,35.849195,1284.254,986.43069,138.47676,1193.0683,341.2654
0.7,35.783395,1284.2285,986.49366,138.42172,1192.99,341.31478
0.71,35.864685,1284.2502,986.48938,138.46476,1193.0771,341.31613
0.72,35.853045,1284.2083,986.51531,138.48275,1193.0902,341.33336
0.73,35.805415,1284.2621,986.4664,138.45462,1193.0712,341.27661
0.74,35.844185,1284.2258,986.49296,138.4761,1193.0358,341.31832
0.75,35.812315,1284.2253,986.47382,138.49011,1193.0825,341.3004
0.76,35.782765,1284.17,986.4886,138.49374,1193.0507,341.31796
0.77,35.782435,1284.1641,986.47512,138.52421,1193.0466,341.29968
0.78,35.818925,1284.1746,986.46275,138.50239,1193.0512,341.29995
0.79,35.752795,1284.1431,986.51232,138.36454,1192.9533,341.30325
0.8,35.809325,1284.1334,986.53796,138.47755,1193.0397,341.34848
0.81,35.811305,1284.1813,986.50208,138.46047,1193.0299,341.34608
0.82,35.862235,1284.163,986.49512,138.49609,1193.0292,341.31651
0.83,35.773265,1284.1656,986.46171,138.48096,1193.0309,341.31805
0.84,35.739555,1284.1745,986.5164,138.48516,1193.0493,341.30495
0.85,35.769425,1284.2063,986.50103,138.46124,1193.0365,341.30204
0.86,35.827015,1284.2356,986.51377,138.4915,1193.0488,341.31871
0.87,35.859795,1284.2176,986.50715,138.46334,1193.0785,341.34544
0.88,35.819785,1284.2396,986.47911,138.47728,1193.0803,341.27746
0.89,35.805685,1284.2213,986.52737,138.47631,1193.064,341.35402
0.9,35.853235,1284.2611,986.44364,138.40045,1192.9938,341.1997
0.91,35.854725,1284.2474,986.47678,138.48544,1193.084,341.29846
