Time,postX,postY,postZ,wristX,wristY,wristZ
0,35.65554,1284.122,986.8228,9.16699,1187.7826,272.10169
0.01,35.5834,1284.0793,986.8496,9.10105,1187.7627,272.11313
0.02,35.64278,1284.0535,986.88951,9.14122,1187.783,272.13107
0.03,35.60296,1284.0592,986.82762,9.13658,1187.7571,272.10882
0.04,35.60131,1284.041,986.87235,9.13827,1187.774,272.12594
0.05,35.65627,1284.1182,986.83356,9.15257,1187.7724,272.05071
0.06,35.69589,1284.0911,986.86567,9.13736,1187.7717,272.10763
0.07,35.62184,1284.1041,986.83343,9.11474,1187.7811,272.07882
0.08,35.62373,1284.0615,986.87382,9.14692,1187.7632,272.14092
0.09,35.58892,1284.12,986.82607,9.11192,1187.8117,272.05428
0.1,35.59305,1284.0908,986.80225,9.13644,1187.7937,272.07288
0.11,35.59647,1284.1234,986.82726,9.14623,1187.8174,272.07486
0.12,35.62052,1284.0609,986.89491,9.12085,1187.7992,272.11716
0.13,35.58921,1284.0857,986.83016,9.11374,1187.7939,272.08355
0.14,35.66292,1284.1012,986.79025,9.14977,1187.8155,272.03904
0.15,35.63743,1284.0788,986.83222,9.09873,1187.7887,272.08734
0.16,35.6466,1284.0873,986.87017,9.13705,1187.8126,272.08902
0.17,35.67317,1284.1182,986.85602,9.10691,1187.7882,272.10794
0.18,35.63096,1284.0736,986.81587,9.13401,1187.8065,272.03092
0.19,35.61423,1284.0724,986.83946,9.07766,1187.7725,272.07738
0.2,35.61158,1284.1033,986.80674,9.13308,1187.7965,272.05784
0.21,35.63486,1284.078,986.87265,9.1223,1187.7701,272.11082
0.22,35.63767,1284.13,986.83829,9.1062,1187.783,272.05412
0.23,35.63086,1284.0401,986.91488,9.11986,1187.7574,272.16884
0.24,35.60817,1284.0421,986.91456,9.13798,1187.7792,272.17801
0.25,35.58408,1284.081,986.86302,9.12205,1187.7752,272.09804
0.26,35.66244,1284.112,986.8555,9.11109,1187.8077,272.05533
0.27,35.68671,1284.1363,986.83974,9.1077,1187.7833,272.07064
0.28,35.61778,1284.1235,986.83713,9.08195,1187.8039,272.04617
0.29,35.57004,1284.0828,986.84642,9.0912,1187.7531,272.11458
0.3,35.63991,1284.1118,986.825,9.10438,1187.7879,272.05245
0.31,35.60531,1284.103,986.8779,9.1127,1187.7698,272.10386
0.32,35.62476,1284.1097,986.853,9.10721,1187.8048,272.09069
0.33,35.57932,1284.1117,986.79252,9.11366,1187.8094,272.06867
0.34,35.66592,1284.109,986.89728,9.10194,1187.7911,272.08899
0.35,35.66682,1284.1193,986.83452,9.09484,1187.7752,272.08849
0.36,35.65481,1284.1327,986.85385,9.10113,1187.7865,272.06453
0.37,35.64833,1284.1746,986.81051,9.12289,1187.8216,272.0472
0.38,35.63166,1284.1295,986.87973,9.10785,1187.7974,272.13014
0.39,35.60786,1284.1002,986.87988,9.09198,1187.7912,272.07856
0.4,35.63586,1284.1342,986.83019,9.08164,1187.7988,272.05512
0.41,35.61263,1284.0954,986.80939,9.13275,1187.8045,272.07806
0.42,35.65242,1284.1026,986.86868,9.07961,1187.7857,272.07366
0.43,35.60334,1284.0736,986.8505,9.08045,1187.7692,272.07484
0.44,35.61088,1284.1472,986.81917,9.07394,1187.7972,272.0307
0.45,35.58461,1284.0738,986.86628,9.09381,1187.7795,272.10323
0.46,35.60452,1284.0953,986.8332,9.0836,1187.7884,272.06869
0.47,35.6614,1284.0502,986.92707,9.11988,1187.7642,272.15514
0.48,35.66446,1284.1203,986.8542,9.05348,1187.7702,272.09318
0.49,35.60861,1284.143,986.83953,9.06243,1187.7959,272.09295
0.5,35.63083,1284.1377,986.83827,9.07698,1187.768,272.0614
0.51,35.63532,1284.1104,986.83269,9.12736,1187.8127,272.08014
0.52,35.61215,1284.1355,986.78331,9.09784,1187.7733,272.05762
0.53,35.6686,1284.1799,986.80606,9.10026,1187.8185,272.04255
0.54,35.71417,1284.1865,986.77397,9.10552,1187.8082,271.99911
0.55,35.66428,1284.1393,986.81985,9.11311,1187.8102,272.0663
0.56,35.66038,1284.1079,986.83508,9.10223,1187.7986,272.09167
0.57,35.65802,1284.0377,986.9093,9.09959,1187.7721,272.16999
0.58,35.64378,1284.085,986.83272,9.09535,1187.7923,272.06993
0.59,35.58902,1284.1256,986.81701,9.09396,1187.7857,272.04419
0.6,35.62925,1284.1012,986.87359,9.08008,1187.795,272.07541
0.61,35.52701,1284.0649,986.83426,9.05064,1187.7992,272.08696
0.62,35.65011,1284.1106,986.84084,9.09197,1187.7789,272.05408
0.63,35.58939,1284.0758,986.83414,9.07734,1187.7899,272.04998
0.64,35.60761,1284.0787,986.8159,9.04564,1187.7942,272.05435
0.65,35.58632,1284.1316,986.77619,9.03791,1187.8096,272.00242
