__time,/mcu/state/jointURDF/0/effort,/mcu/state/jointURDF/0/position,/mcu/state/jointURDF/0/velocity,/mcu/state/jointURDF/1/effort,/mcu/state/jointURDF/1/position,/mcu/state/jointURDF/1/velocity,/mcu/state/jointURDF/10/effort,/mcu/state/jointURDF/10/position,/mcu/state/jointURDF/10/velocity,/mcu/state/jointURDF/11/effort,/mcu/state/jointURDF/11/position,/mcu/state/jointURDF/11/velocity,/mcu/state/jointURDF/2/effort,/mcu/state/jointURDF/2/position,/mcu/state/jointURDF/2/velocity,/mcu/state/jointURDF/3/effort,/mcu/state/jointURDF/3/position,/mcu/state/jointURDF/3/velocity,/mcu/state/jointURDF/4/effort,/mcu/state/jointURDF/4/position,/mcu/state/jointURDF/4/velocity,/mcu/state/jointURDF/5/effort,/mcu/state/jointURDF/5/position,/mcu/state/jointURDF/5/velocity,/mcu/state/jointURDF/6/effort,/mcu/state/jointURDF/6/position,/mcu/state/jointURDF/6/velocity,/mcu/state/jointURDF/7/effort,/mcu/state/jointURDF/7/position,/mcu/state/jointURDF/7/velocity,/mcu/state/jointURDF/8/effort,/mcu/state/jointURDF/8/position,/mcu/state/jointURDF/8/velocity,/mcu/state/jointURDF/9/effort,/mcu/state/jointURDF/9/position,/mcu/state/jointURDF/9/velocity,/mcu/state/jointURDF/header/stamp,/mcu/state/toe_array/header/stamp,/mcu/state/toe_array/toes.0/contact,/mcu/state/toe_array/toes.0/id,/mcu/state/toe_array/toes.0/position/x,/mcu/state/toe_array/toes.0/position/y,/mcu/state/toe_array/toes.0/position/z,/mcu/state/toe_array/toes.0/sphase,/mcu/state/toe_array/toes.0/valid,/mcu/state/toe_array/toes.1/contact,/mcu/state/toe_array/toes.1/id,/mcu/state/toe_array/toes.1/position/x,/mcu/state/toe_array/toes.1/position/y,/mcu/state/toe_array/toes.1/position/z,/mcu/state/toe_array/toes.1/sphase,/mcu/state/toe_array/toes.1/valid,/mcu/state/toe_array/toes.2/contact,/mcu/state/toe_array/toes.2/id,/mcu/state/toe_array/toes.2/position/x,/mcu/state/toe_array/toes.2/position/y,/mcu/state/toe_array/toes.2/position/z,/mcu/state/toe_array/toes.2/sphase,/mcu/state/toe_array/toes.2/valid,/mcu/state/toe_array/toes.3/contact,/mcu/state/toe_array/toes.3/id,/mcu/state/toe_array/toes.3/position/x,/mcu/state/toe_array/toes.3/position/y,/mcu/state/toe_array/toes.3/position/z,/mcu/state/toe_array/toes.3/sphase,/mcu/state/toe_array/toes.3/valid
1680724096.478058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.477139,1.000000,0.000000,0.341418,0.175913,-0.529763,0.954403,1.000000,1.000000,1.000000,-0.264902,0.176300,-0.503640,0.000000,1.000000,1.000000,2.000000,0.340157,-0.162498,-0.529431,0.000000,1.000000,1.000000,3.000000,-0.294879,-0.161102,-0.501870,0.951468,1.000000
1680724096.487918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.487144,1.000000,0.000000,0.341872,0.175896,-0.529732,0.954403,1.000000,1.000000,1.000000,-0.264668,0.176276,-0.503387,0.000000,1.000000,1.000000,2.000000,0.340860,-0.162577,-0.529623,0.000000,1.000000,1.000000,3.000000,-0.294377,-0.161162,-0.501762,0.951468,1.000000
1680724096.497828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.497151,1.000000,0.000000,0.342335,0.175878,-0.529704,0.954403,1.000000,1.000000,1.000000,-0.264244,0.176117,-0.503043,0.000000,1.000000,1.000000,2.000000,0.341320,-0.162564,-0.529912,0.000000,1.000000,1.000000,3.000000,-0.293890,-0.161244,-0.501712,0.951468,1.000000
1680724096.509149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.508082,1.000000,0.000000,0.342759,0.175871,-0.529677,0.954403,1.000000,1.000000,1.000000,-0.263763,0.175891,-0.502607,0.000000,1.000000,1.000000,2.000000,0.341958,-0.162538,-0.530144,0.000000,1.000000,1.000000,3.000000,-0.293333,-0.161314,-0.501683,0.951468,1.000000
1680724096.517861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.517081,1.000000,0.000000,0.343243,0.175966,-0.529623,0.954403,1.000000,1.000000,1.000000,-0.263217,0.175726,-0.502137,0.000000,1.000000,1.000000,2.000000,0.342369,-0.162489,-0.530482,0.000000,1.000000,1.000000,3.000000,-0.292933,-0.161364,-0.501666,0.951468,1.000000
1680724096.527820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.527170,1.000000,0.000000,0.343610,0.175999,-0.529589,0.954403,1.000000,1.000000,1.000000,-0.262913,0.175713,-0.501875,0.000000,1.000000,1.000000,2.000000,0.342915,-0.162445,-0.530780,0.000000,1.000000,1.000000,3.000000,-0.292461,-0.161454,-0.501627,0.951468,1.000000
1680724096.528222,-4.230000,0.944708,0.073788,18.810000,1.750990,-0.002008,8.490000,0.113389,0.001131,7.990000,0.122114,-0.014278,-4.920000,0.904848,0.015014,19.620000,1.629179,-0.129534,-4.540000,0.942001,0.173934,19.090000,1.748078,0.150136,-2.040000,0.836659,0.091158,18.890000,1.612003,-0.006043,-9.290000,-0.087715,0.006341,-8.660000,-0.093218,-0.019013,1680724096.527409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680724096.537845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.537215,1.000000,0.000000,0.344015,0.176022,-0.529553,0.954403,1.000000,1.000000,1.000000,-0.262563,0.175713,-0.501570,0.000000,1.000000,1.000000,2.000000,0.343356,-0.162447,-0.531118,0.000000,1.000000,1.000000,3.000000,-0.292045,-0.161567,-0.501550,0.951468,1.000000
1680724096.547695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.547092,1.000000,0.000000,0.344327,0.176024,-0.529532,0.954403,1.000000,1.000000,1.000000,-0.262252,0.175622,-0.501322,0.000000,1.000000,1.000000,2.000000,0.343799,-0.162438,-0.531367,0.000000,1.000000,1.000000,3.000000,-0.291489,-0.161683,-0.501459,0.951468,1.000000
1680724096.557832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724096.557169,1.000000,0.000000,0.344689,0.176026,-0.529506,0.954403,1.000000,1.000000,1.000000,-0.261856,0.175485,-0.500974,0.000000,1.000000,1.000000,2.000000,0.344373,-0.162468,-0.531640,0.000000,1.000000,1.000000,3.000000,-0.290970,-0.161763,-0.501419,0.951468,1.000000
