__time,/mcu/state/jointURDF/0/effort,/mcu/state/jointURDF/0/position,/mcu/state/jointURDF/0/velocity,/mcu/state/jointURDF/1/effort,/mcu/state/jointURDF/1/position,/mcu/state/jointURDF/1/velocity,/mcu/state/jointURDF/10/effort,/mcu/state/jointURDF/10/position,/mcu/state/jointURDF/10/velocity,/mcu/state/jointURDF/11/effort,/mcu/state/jointURDF/11/position,/mcu/state/jointURDF/11/velocity,/mcu/state/jointURDF/2/effort,/mcu/state/jointURDF/2/position,/mcu/state/jointURDF/2/velocity,/mcu/state/jointURDF/3/effort,/mcu/state/jointURDF/3/position,/mcu/state/jointURDF/3/velocity,/mcu/state/jointURDF/4/effort,/mcu/state/jointURDF/4/position,/mcu/state/jointURDF/4/velocity,/mcu/state/jointURDF/5/effort,/mcu/state/jointURDF/5/position,/mcu/state/jointURDF/5/velocity,/mcu/state/jointURDF/6/effort,/mcu/state/jointURDF/6/position,/mcu/state/jointURDF/6/velocity,/mcu/state/jointURDF/7/effort,/mcu/state/jointURDF/7/position,/mcu/state/jointURDF/7/velocity,/mcu/state/jointURDF/8/effort,/mcu/state/jointURDF/8/position,/mcu/state/jointURDF/8/velocity,/mcu/state/jointURDF/9/effort,/mcu/state/jointURDF/9/position,/mcu/state/jointURDF/9/velocity,/mcu/state/jointURDF/header/stamp,/mcu/state/toe_array/header/stamp,/mcu/state/toe_array/toes.0/contact,/mcu/state/toe_array/toes.0/id,/mcu/state/toe_array/toes.0/position/x,/mcu/state/toe_array/toes.0/position/y,/mcu/state/toe_array/toes.0/position/z,/mcu/state/toe_array/toes.0/sphase,/mcu/state/toe_array/toes.0/valid,/mcu/state/toe_array/toes.1/contact,/mcu/state/toe_array/toes.1/id,/mcu/state/toe_array/toes.1/position/x,/mcu/state/toe_array/toes.1/position/y,/mcu/state/toe_array/toes.1/position/z,/mcu/state/toe_array/toes.1/sphase,/mcu/state/toe_array/toes.1/valid,/mcu/state/toe_array/toes.2/contact,/mcu/state/toe_array/toes.2/id,/mcu/state/toe_array/toes.2/position/x,/mcu/state/toe_array/toes.2/position/y,/mcu/state/toe_array/toes.2/position/z,/mcu/state/toe_array/toes.2/sphase,/mcu/state/toe_array/toes.2/valid,/mcu/state/toe_array/toes.3/contact,/mcu/state/toe_array/toes.3/id,/mcu/state/toe_array/toes.3/position/x,/mcu/state/toe_array/toes.3/position/y,/mcu/state/toe_array/toes.3/position/z,/mcu/state/toe_array/toes.3/sphase,/mcu/state/toe_array/toes.3/valid
1680724584.876614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.843417,1.000000,0.000000,0.314208,0.170236,-0.505375,0.954403,1.000000,1.000000,1.000000,-0.288305,0.168286,-0.525009,0.000000,1.000000,1.000000,2.000000,0.313396,-0.169185,-0.501635,0.000000,1.000000,1.000000,3.000000,-0.318491,-0.168280,-0.520978,0.951468,1.000000
1680724584.877747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.853515,1.000000,0.000000,0.314079,0.170212,-0.505612,0.954403,1.000000,1.000000,1.000000,-0.288411,0.168375,-0.524911,0.000000,1.000000,1.000000,2.000000,0.313266,-0.169215,-0.501353,0.000000,1.000000,1.000000,3.000000,-0.318853,-0.168187,-0.520449,0.951468,1.000000
1680724584.878207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.863517,1.000000,0.000000,0.314051,0.170229,-0.505813,0.954403,1.000000,1.000000,1.000000,-0.288524,0.168493,-0.524825,0.000000,1.000000,1.000000,2.000000,0.313109,-0.169239,-0.501132,0.000000,1.000000,1.000000,3.000000,-0.318922,-0.168222,-0.519838,0.951468,1.000000
1680724584.878513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.873391,1.000000,0.000000,0.314010,0.170295,-0.506008,0.954403,1.000000,1.000000,1.000000,-0.288583,0.168786,-0.524776,0.000000,1.000000,1.000000,2.000000,0.312943,-0.169253,-0.500998,0.000000,1.000000,1.000000,3.000000,-0.319090,-0.167998,-0.519166,0.951468,1.000000
1680724584.885232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.883351,1.000000,0.000000,0.313980,0.170489,-0.506353,0.954403,1.000000,1.000000,1.000000,-0.288591,0.169099,-0.524731,0.000000,1.000000,1.000000,2.000000,0.312776,-0.169283,-0.500809,0.000000,1.000000,1.000000,3.000000,-0.319347,-0.167593,-0.518642,0.951468,1.000000
1680724584.894365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.893266,1.000000,0.000000,0.313988,0.170643,-0.506710,0.954403,1.000000,1.000000,1.000000,-0.288690,0.169269,-0.524712,0.000000,1.000000,1.000000,2.000000,0.312593,-0.169205,-0.500560,0.000000,1.000000,1.000000,3.000000,-0.319512,-0.167376,-0.518007,0.951468,1.000000
1680724584.904034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.903258,1.000000,0.000000,0.313966,0.170629,-0.507042,0.954403,1.000000,1.000000,1.000000,-0.288764,0.169470,-0.524689,0.000000,1.000000,1.000000,2.000000,0.312277,-0.169108,-0.500407,0.000000,1.000000,1.000000,3.000000,-0.319831,-0.167205,-0.517409,0.951468,1.000000
1680724584.904450,-9.790000,0.833063,0.070928,16.830000,1.640115,0.147334,5.550000,0.106889,0.019735,8.890000,0.107044,0.050616,-11.030000,0.896363,-0.014497,21.960000,1.719995,-0.000895,-9.330000,0.814823,-0.096909,22.170000,1.610156,-0.081330,-7.660000,0.818035,-0.196680,26.420000,1.684678,-0.272749,-9.130000,-0.102422,0.015123,-11.170000,-0.101156,0.039290,1680724584.903600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680724584.914719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.913362,1.000000,0.000000,0.313891,0.170566,-0.507364,0.954403,1.000000,1.000000,1.000000,-0.288899,0.169751,-0.524656,0.000000,1.000000,1.000000,2.000000,0.312028,-0.169104,-0.500268,0.000000,1.000000,1.000000,3.000000,-0.320193,-0.167047,-0.516971,0.951468,1.000000
1680724584.923945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724584.923248,1.000000,0.000000,0.313761,0.170479,-0.507751,0.954403,1.000000,1.000000,1.000000,-0.288988,0.169965,-0.524600,0.000000,1.000000,1.000000,2.000000,0.311746,-0.169048,-0.500177,0.000000,1.000000,1.000000,3.000000,-0.320319,-0.166948,-0.516443,0.951468,1.000000
