__time,/mcu/state/jointURDF/0/effort,/mcu/state/jointURDF/0/position,/mcu/state/jointURDF/0/velocity,/mcu/state/jointURDF/1/effort,/mcu/state/jointURDF/1/position,/mcu/state/jointURDF/1/velocity,/mcu/state/jointURDF/10/effort,/mcu/state/jointURDF/10/position,/mcu/state/jointURDF/10/velocity,/mcu/state/jointURDF/11/effort,/mcu/state/jointURDF/11/position,/mcu/state/jointURDF/11/velocity,/mcu/state/jointURDF/2/effort,/mcu/state/jointURDF/2/position,/mcu/state/jointURDF/2/velocity,/mcu/state/jointURDF/3/effort,/mcu/state/jointURDF/3/position,/mcu/state/jointURDF/3/velocity,/mcu/state/jointURDF/4/effort,/mcu/state/jointURDF/4/position,/mcu/state/jointURDF/4/velocity,/mcu/state/jointURDF/5/effort,/mcu/state/jointURDF/5/position,/mcu/state/jointURDF/5/velocity,/mcu/state/jointURDF/6/effort,/mcu/state/jointURDF/6/position,/mcu/state/jointURDF/6/velocity,/mcu/state/jointURDF/7/effort,/mcu/state/jointURDF/7/position,/mcu/state/jointURDF/7/velocity,/mcu/state/jointURDF/8/effort,/mcu/state/jointURDF/8/position,/mcu/state/jointURDF/8/velocity,/mcu/state/jointURDF/9/effort,/mcu/state/jointURDF/9/position,/mcu/state/jointURDF/9/velocity,/mcu/state/jointURDF/header/stamp,/mcu/state/toe_array/header/stamp,/mcu/state/toe_array/toes.0/contact,/mcu/state/toe_array/toes.0/id,/mcu/state/toe_array/toes.0/position/x,/mcu/state/toe_array/toes.0/position/y,/mcu/state/toe_array/toes.0/position/z,/mcu/state/toe_array/toes.0/sphase,/mcu/state/toe_array/toes.0/valid,/mcu/state/toe_array/toes.1/contact,/mcu/state/toe_array/toes.1/id,/mcu/state/toe_array/toes.1/position/x,/mcu/state/toe_array/toes.1/position/y,/mcu/state/toe_array/toes.1/position/z,/mcu/state/toe_array/toes.1/sphase,/mcu/state/toe_array/toes.1/valid,/mcu/state/toe_array/toes.2/contact,/mcu/state/toe_array/toes.2/id,/mcu/state/toe_array/toes.2/position/x,/mcu/state/toe_array/toes.2/position/y,/mcu/state/toe_array/toes.2/position/z,/mcu/state/toe_array/toes.2/sphase,/mcu/state/toe_array/toes.2/valid,/mcu/state/toe_array/toes.3/contact,/mcu/state/toe_array/toes.3/id,/mcu/state/toe_array/toes.3/position/x,/mcu/state/toe_array/toes.3/position/y,/mcu/state/toe_array/toes.3/position/z,/mcu/state/toe_array/toes.3/sphase,/mcu/state/toe_array/toes.3/valid
1680724719.335397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.306828,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338485,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
1680724719.335803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.316803,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338485,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
1680724719.336060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.326860,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338485,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
1680724719.337526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.336830,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338473,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
1680724719.347609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.346816,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338473,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
1680724719.357494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.356694,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338473,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
1680724719.367648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.366787,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338473,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
1680724719.377823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.376842,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338473,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
1680724719.378187,-5.000000,0.890731,-0.000000,17.690000,1.654525,-0.000001,7.810000,0.106142,-0.000000,9.910000,0.109536,0.000000,-6.750000,0.910025,0.000000,23.930000,1.655061,-0.000000,-4.960000,0.884908,-0.000040,17.950000,1.645456,-0.000000,-3.740000,0.843538,-0.000000,23.410000,1.637753,0.000000,-8.470000,-0.101905,0.000000,-10.600000,-0.105662,0.000000,1680724719.377383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680724719.387398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724719.386823,1.000000,0.000000,0.339247,0.170650,-0.509357,0.954403,1.000000,1.000000,1.000000,-0.266245,0.168796,-0.509051,0.000000,1.000000,1.000000,2.000000,0.338473,-0.168709,-0.507615,0.000000,1.000000,1.000000,3.000000,-0.295253,-0.167091,-0.506879,0.951468,1.000000
