__time,/mcu/state/jointURDF/0/effort,/mcu/state/jointURDF/0/position,/mcu/state/jointURDF/0/velocity,/mcu/state/jointURDF/1/effort,/mcu/state/jointURDF/1/position,/mcu/state/jointURDF/1/velocity,/mcu/state/jointURDF/10/effort,/mcu/state/jointURDF/10/position,/mcu/state/jointURDF/10/velocity,/mcu/state/jointURDF/11/effort,/mcu/state/jointURDF/11/position,/mcu/state/jointURDF/11/velocity,/mcu/state/jointURDF/2/effort,/mcu/state/jointURDF/2/position,/mcu/state/jointURDF/2/velocity,/mcu/state/jointURDF/3/effort,/mcu/state/jointURDF/3/position,/mcu/state/jointURDF/3/velocity,/mcu/state/jointURDF/4/effort,/mcu/state/jointURDF/4/position,/mcu/state/jointURDF/4/velocity,/mcu/state/jointURDF/5/effort,/mcu/state/jointURDF/5/position,/mcu/state/jointURDF/5/velocity,/mcu/state/jointURDF/6/effort,/mcu/state/jointURDF/6/position,/mcu/state/jointURDF/6/velocity,/mcu/state/jointURDF/7/effort,/mcu/state/jointURDF/7/position,/mcu/state/jointURDF/7/velocity,/mcu/state/jointURDF/8/effort,/mcu/state/jointURDF/8/position,/mcu/state/jointURDF/8/velocity,/mcu/state/jointURDF/9/effort,/mcu/state/jointURDF/9/position,/mcu/state/jointURDF/9/velocity,/mcu/state/jointURDF/header/stamp,/mcu/state/toe_array/header/stamp,/mcu/state/toe_array/toes.0/contact,/mcu/state/toe_array/toes.0/id,/mcu/state/toe_array/toes.0/position/x,/mcu/state/toe_array/toes.0/position/y,/mcu/state/toe_array/toes.0/position/z,/mcu/state/toe_array/toes.0/sphase,/mcu/state/toe_array/toes.0/valid,/mcu/state/toe_array/toes.1/contact,/mcu/state/toe_array/toes.1/id,/mcu/state/toe_array/toes.1/position/x,/mcu/state/toe_array/toes.1/position/y,/mcu/state/toe_array/toes.1/position/z,/mcu/state/toe_array/toes.1/sphase,/mcu/state/toe_array/toes.1/valid,/mcu/state/toe_array/toes.2/contact,/mcu/state/toe_array/toes.2/id,/mcu/state/toe_array/toes.2/position/x,/mcu/state/toe_array/toes.2/position/y,/mcu/state/toe_array/toes.2/position/z,/mcu/state/toe_array/toes.2/sphase,/mcu/state/toe_array/toes.2/valid,/mcu/state/toe_array/toes.3/contact,/mcu/state/toe_array/toes.3/id,/mcu/state/toe_array/toes.3/position/x,/mcu/state/toe_array/toes.3/position/y,/mcu/state/toe_array/toes.3/position/z,/mcu/state/toe_array/toes.3/sphase,/mcu/state/toe_array/toes.3/valid
1680724391.353878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.352916,1.000000,0.000000,0.338674,0.168684,-0.510383,0.954403,1.000000,1.000000,1.000000,-0.266736,0.166614,-0.509474,0.000000,1.000000,1.000000,2.000000,0.338247,-0.170768,-0.509339,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
1680724391.363651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.362600,1.000000,0.000000,0.338674,0.168693,-0.510382,0.954403,1.000000,1.000000,1.000000,-0.266736,0.166614,-0.509474,0.000000,1.000000,1.000000,2.000000,0.338252,-0.170759,-0.509336,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
1680724391.373519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.372637,1.000000,0.000000,0.338674,0.168693,-0.510382,0.954403,1.000000,1.000000,1.000000,-0.266736,0.166614,-0.509474,0.000000,1.000000,1.000000,2.000000,0.338252,-0.170759,-0.509336,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
1680724391.383986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.382769,1.000000,0.000000,0.338674,0.168693,-0.510382,0.954403,1.000000,1.000000,1.000000,-0.266740,0.166613,-0.509479,0.000000,1.000000,1.000000,2.000000,0.338262,-0.170760,-0.509326,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
1680724391.393852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.392722,1.000000,0.000000,0.338662,0.168703,-0.510381,0.954403,1.000000,1.000000,1.000000,-0.266740,0.166613,-0.509479,0.000000,1.000000,1.000000,2.000000,0.338262,-0.170750,-0.509327,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
1680724391.394268,-5.420000,0.891066,-0.002337,20.190000,1.657721,0.000000,9.010000,0.101712,0.000827,10.090000,0.104704,-0.000000,-7.100000,0.909234,0.000000,24.820000,1.655497,0.000402,-4.670000,0.888599,0.000000,17.200000,1.654186,-0.001065,-3.310000,0.845359,0.000000,21.380000,1.643192,-0.000000,-7.800000,-0.105567,0.000775,-9.840000,-0.109919,-0.000000,1680724391.393109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680724391.403350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.402794,1.000000,0.000000,0.338662,0.168713,-0.510380,0.954403,1.000000,1.000000,1.000000,-0.266740,0.166613,-0.509479,0.000000,1.000000,1.000000,2.000000,0.338262,-0.170750,-0.509327,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
1680724391.413439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.412692,1.000000,0.000000,0.338662,0.168713,-0.510380,0.954403,1.000000,1.000000,1.000000,-0.266740,0.166613,-0.509479,0.000000,1.000000,1.000000,2.000000,0.338262,-0.170740,-0.509328,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
1680724391.423476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.422698,1.000000,0.000000,0.338667,0.168723,-0.510374,0.954403,1.000000,1.000000,1.000000,-0.266729,0.166613,-0.509478,0.000000,1.000000,1.000000,2.000000,0.338250,-0.170740,-0.509329,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
1680724391.433298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680724391.432721,1.000000,0.000000,0.338667,0.168733,-0.510372,0.954403,1.000000,1.000000,1.000000,-0.266733,0.166613,-0.509483,0.000000,1.000000,1.000000,2.000000,0.338250,-0.170740,-0.509329,0.000000,1.000000,1.000000,3.000000,-0.295669,-0.169407,-0.507813,0.951468,1.000000
