PathFileType	4	(X/Y/Z)	D:\TRACE\v60_Jaco2_6-2-23\JustArmDRS_Motion1_3-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      6763	5	mm	100.00	1	      6763
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-800.52246	8.85038	-638.87140	769.42542	10.16053	-644.40857	-708.58472	7.84311	496.13040	733.55121	7.00910	505.84152	-14.03170	1308.18225	-961.92120	
2	0.010	-800.54102	8.89399	-638.86462	769.41669	10.19448	-644.39398	-708.58380	7.87873	496.14432	733.57397	7.02161	505.84326	-13.98933	1308.16895	-961.91534	
3	0.020	-800.54675	8.83056	-638.84857	769.42517	10.15324	-644.39240	-708.55963	7.82301	496.15054	733.55786	7.01316	505.84641	-14.07168	1308.15967	-961.99146	
4	0.030	-800.55206	8.80131	-638.84973	769.38861	10.20948	-644.37201	-708.58044	7.86010	496.12836	733.51984	6.99368	505.83664	-14.04764	1308.15393	-961.92908	
5	0.040	-800.58917	8.83685	-638.79041	769.43768	10.17054	-644.40027	-708.53955	7.80039	496.09946	733.51385	6.99678	505.83151	-14.00885	1308.09680	-961.91870	
6	0.050	-800.53864	8.88199	-638.80011	769.42542	10.16568	-644.38086	-708.56335	7.84178	496.12375	733.53387	6.98807	505.84985	-13.99374	1308.13586	-961.94299	
7	0.060	-800.51807	8.86183	-638.83643	769.43091	10.17458	-644.39221	-708.56207	7.86016	496.10138	733.56940	7.03196	505.84470	-14.00222	1308.14172	-961.96063	
8	0.070	-800.54877	8.83595	-638.82104	769.44745	10.16425	-644.38818	-708.51654	7.82646	496.13977	733.59052	7.02214	505.83862	-14.03406	1308.10657	-961.92188	
9	0.080	-800.61469	8.85334	-638.74622	769.42346	10.12659	-644.37622	-708.54694	7.82964	496.13547	733.52393	7.00445	505.87167	-13.98743	1308.09412	-961.92578	
10	0.090	-800.61090	8.83270	-638.74927	769.30145	10.15405	-644.41412	-708.56879	7.83702	496.12332	733.43634	6.93597	505.85849	-13.98897	1308.08984	-961.93182	
11	0.100	-800.59949	8.78653	-638.82178	769.39667	10.12064	-644.41290	-708.55157	7.79786	496.12704	733.51013	6.98487	505.85065	-14.06337	1308.11768	-961.95270	
12	0.110	-800.58093	8.92003	-638.75934	769.44897	10.15287	-644.34204	-708.51587	7.79405	496.12366	733.52667	6.98437	505.84320	-13.99881	1308.13184	-961.91187	
13	0.120	-800.51819	8.84266	-638.84027	769.45111	10.16015	-644.39252	-708.56244	7.84811	496.12732	733.51862	7.00678	505.85562	-13.97155	1308.15015	-961.93353	
14	0.130	-800.59528	8.82564	-638.77844	769.42627	10.11847	-644.39728	-708.55048	7.83459	496.13705	733.51385	7.00149	505.86041	-13.98644	1308.15283	-961.93707	
15	0.140	-800.60028	8.86459	-638.76898	769.42450	10.12732	-644.35242	-708.60114	7.85659	496.08801	733.48956	6.99925	505.88129	-14.10039	1308.15100	-961.94696	
16	0.150	-800.56970	8.83688	-638.80414	769.38794	10.14019	-644.39868	-708.57373	7.80612	496.10526	733.51556	7.00753	505.85498	-14.08205	1308.16699	-961.92737	
17	0.160	-800.55231	8.86270	-638.84998	769.31665	10.19639	-644.44812	-708.53345	7.84207	496.14862	733.53717	7.01832	505.85043	-14.07793	1308.20251	-961.93488	
18	0.170	-800.50879	8.88191	-638.85571	769.43604	10.18989	-644.38727	-708.54248	7.83763	496.11182	733.59998	7.02009	505.84113	-14.09047	1308.22632	-961.94238	
19	0.180	-800.53406	8.89706	-638.84509	769.43311	10.17119	-644.37689	-708.52948	7.85037	496.13101	733.55695	7.01216	505.84900	-14.07655	1308.21851	-961.94708	
20	0.190	-800.56561	8.86555	-638.80682	769.40417	10.18010	-644.42285	-708.56836	7.82697	496.11661	733.50861	6.98779	505.85736	-14.03004	1308.15149	-961.97357	
21	0.200	-800.57788	8.83145	-638.80756	769.39331	10.16830	-644.40326	-708.55640	7.82448	496.12778	733.51208	7.00025	505.85538	-14.05928	1308.13989	-961.96362	
22	0.210	-800.56262	8.91580	-638.73407	769.33447	10.20329	-644.43213	-708.53699	7.86846	496.12582	733.51251	7.01335	505.87976	-14.02702	1308.16162	-961.93951	
23	0.220	-800.57770	8.84617	-638.84320	769.33075	10.15278	-644.45148	-708.55573	7.84855	496.10840	733.53143	7.01810	505.86267	-14.03756	1308.14807	-961.94812	
24	0.230	-800.56641	8.90472	-638.74695	769.45789	10.16083	-644.36365	-708.57111	7.84418	496.14139	733.52460	6.99904	505.84814	-13.98131	1308.13403	-961.93420	
25	0.240	-800.59845	8.91668	-638.76117	769.41071	10.13598	-644.38892	-708.53088	7.84515	496.15225	733.51373	6.99475	505.85907	-13.99478	1308.11536	-961.95123	
26	0.250	-800.61688	8.82855	-638.76196	769.40765	10.13619	-644.41998	-708.54211	7.83947	496.16348	733.49054	6.98702	505.87411	-14.01377	1308.09631	-961.96216	
27	0.260	-800.61237	8.82578	-638.74890	769.37842	10.13316	-644.41675	-708.54810	7.81702	496.12085	733.48669	6.93416	505.85272	-13.98225	1308.06250	-961.96295	
28	0.270	-800.57355	8.78055	-638.82764	769.43469	10.13355	-644.43866	-708.52484	7.83559	496.15872	733.45306	6.96287	505.87030	-14.06611	1308.09045	-961.95892	
29	0.280	-800.52789	8.81897	-638.81256	769.38507	10.15965	-644.36047	-708.54401	7.86379	496.13144	733.55481	6.99454	505.85336	-14.01889	1308.08435	-961.94128	
30	0.290	-800.55042	8.88771	-638.78827	769.41742	10.14085	-644.35907	-708.52966	7.85141	496.15280	733.51678	6.99322	505.83383	-14.05646	1308.12183	-961.94031	
31	0.300	-800.58820	8.86086	-638.83435	769.48682	10.12699	-644.35443	-708.57385	7.83553	496.08200	733.52094	6.99206	505.84097	-14.04437	1308.08447	-961.90704	
32	0.310	-800.60028	8.82779	-638.78400	769.39886	10.17000	-644.41473	-708.57410	7.83314	496.16043	733.48364	6.98544	505.86575	-14.07743	1308.17395	-961.96753	
33	0.320	-800.49872	8.85910	-638.85242	769.43359	10.17568	-644.39825	-708.54053	7.85006	496.09888	733.57190	7.01738	505.86041	-14.02254	1308.15283	-961.91455	
34	0.330	-800.48138	8.85804	-638.87970	769.39880	10.17357	-644.43848	-708.56189	7.85832	496.12683	733.57574	7.03645	505.85855	-14.03272	1308.15491	-961.94318	
