PathFileType	4	(X/Y/Z)	D:\TRACE\v60_Jaco2_6-2-23\JustArmDRS_Motion1_5-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7053	5	mm	100.00	1	      7053
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-800.68829	8.75576	-638.87451	769.26959	10.14736	-644.37872	-708.78247	7.86377	496.11337	733.02972	7.07042	505.83835	-14.24788	1308.11011	-961.99652	
2	0.010	-800.69641	8.78201	-638.87427	769.25940	10.14796	-644.39050	-708.78186	7.85206	496.13477	733.04773	7.05926	505.84335	-14.19903	1308.14417	-961.98718	
3	0.020	-800.70917	8.81537	-638.86975	769.23944	10.17210	-644.40497	-708.79828	7.86724	496.11877	733.06549	7.07945	505.85248	-14.19070	1308.11084	-961.95239	
4	0.030	-800.74701	8.82120	-638.80701	769.29218	10.13644	-644.36169	-708.78870	7.86540	496.13025	733.04248	7.05857	505.83615	-14.25496	1308.13489	-961.99054	
5	0.040	-800.74933	8.75007	-638.78662	769.24908	10.09844	-644.38715	-708.75317	7.84187	496.13354	733.04718	7.05709	505.86295	-14.25438	1308.12268	-962.02740	
6	0.050	-800.69989	8.78427	-638.83301	769.22278	10.14063	-644.43646	-708.76154	7.86101	496.12881	733.08301	7.05010	505.83246	-14.20063	1308.10193	-962.01111	
7	0.060	-800.69989	8.76000	-638.83539	769.26166	10.17941	-644.40527	-708.81836	7.92093	496.10715	733.03253	7.04821	505.83466	-14.19098	1308.10022	-962.01752	
8	0.070	-800.70276	8.77357	-638.86060	769.26874	10.15746	-644.37830	-708.81281	7.90592	496.10599	733.06506	7.03722	505.83545	-14.20192	1308.09167	-962.02881	
9	0.080	-800.76093	8.78954	-638.84473	769.28064	10.12725	-644.39093	-708.76837	7.89884	496.10925	733.09338	7.05450	505.86725	-14.18814	1308.06238	-962.03412	
10	0.090	-800.74310	8.78214	-638.82745	769.22693	10.10910	-644.41272	-708.76459	7.84866	496.11432	733.00665	7.04507	505.84302	-14.26094	1308.07324	-962.01569	
11	0.100	-800.76196	8.80297	-638.77930	769.22906	10.13860	-644.40448	-708.76123	7.82299	496.14178	732.99420	7.03954	505.87115	-14.17100	1308.07715	-961.98700	
12	0.110	-800.70013	8.75206	-638.86786	769.25238	10.17629	-644.40326	-708.73901	7.84937	496.16061	733.01703	7.06359	505.86850	-14.23592	1308.08105	-961.97876	
13	0.120	-800.73523	8.77725	-638.80249	769.26025	10.13276	-644.39996	-708.76703	7.88895	496.14050	732.98920	7.02041	505.85645	-14.25347	1308.10645	-961.94598	
14	0.130	-800.68854	8.73208	-638.82410	769.26349	10.14392	-644.38531	-708.75421	7.84779	496.12704	732.97296	7.03497	505.87567	-14.26937	1308.08582	-962.00745	
15	0.140	-800.77380	8.77522	-638.74963	769.17334	10.15043	-644.39148	-708.78943	7.85079	496.15359	733.00751	7.02551	505.84711	-14.21666	1308.07874	-961.94092	
16	0.150	-800.76300	8.73678	-638.80658	769.24634	10.16338	-644.41388	-708.76019	7.81806	496.13406	733.01276	7.05400	505.86566	-14.22325	1308.12854	-961.96356	
17	0.160	-800.74298	8.81338	-638.77246	769.31665	10.11794	-644.37726	-708.79968	7.89755	496.09955	733.00226	7.06351	505.87503	-14.15986	1308.07886	-961.95209	
18	0.170	-800.71802	8.79134	-638.86737	769.24432	10.12926	-644.43811	-708.81787	7.90722	496.08841	733.02557	7.04234	505.87500	-14.22423	1308.13269	-961.98480	
19	0.180	-800.72180	8.75411	-638.84967	769.27478	10.16835	-644.41626	-708.82050	7.89329	496.10110	733.06885	7.07793	505.84869	-14.22666	1308.10962	-961.96857	
20	0.190	-800.73212	8.70770	-638.84711	769.25067	10.15414	-644.40802	-708.77820	7.86745	496.15646	733.03687	7.10203	505.82120	-14.29221	1308.11475	-962.00952	
21	0.200	-800.72546	8.75060	-638.76373	769.22192	10.11442	-644.40399	-708.78693	7.84828	496.14828	732.97949	7.03997	505.84561	-14.22933	1308.07690	-961.99445	
22	0.210	-800.71790	8.73758	-638.83392	769.26135	10.13894	-644.34985	-708.79321	7.86443	496.12225	733.01251	7.07482	505.87250	-14.21651	1308.07031	-961.99829	
23	0.220	-800.71179	8.81240	-638.90063	769.31995	10.13046	-644.38605	-708.79218	7.85283	496.12387	733.03674	7.08622	505.85855	-14.22649	1308.10535	-961.98993	
24	0.230	-800.71155	8.77261	-638.82275	769.26355	10.17793	-644.37927	-708.77216	7.87399	496.18680	733.07678	7.07153	505.82770	-14.16943	1308.11865	-962.01306	
25	0.240	-800.71210	8.76102	-638.84857	769.20166	10.15280	-644.43176	-708.78876	7.88317	496.11642	732.99884	7.05281	505.86099	-14.26452	1308.14124	-962.00360	
26	0.250	-800.70374	8.74909	-638.86963	769.21100	10.12492	-644.44904	-708.81042	7.89224	496.14261	733.03961	7.06901	505.82150	-14.18613	1308.09155	-962.02826	
27	0.260	-800.72662	8.67859	-638.86517	769.26569	10.13875	-644.37286	-708.80316	7.87446	496.12515	733.02411	7.06069	505.88019	-14.23010	1308.09021	-962.00000	
28	0.270	-800.74237	8.80758	-638.79462	769.26349	10.16733	-644.38574	-708.79510	7.88998	496.16455	733.05347	7.07373	505.84259	-14.17175	1308.05957	-961.96179	
29	0.280	-800.69897	8.75415	-638.87140	769.25665	10.15234	-644.39484	-708.77069	7.86179	496.10944	733.10461	7.10789	505.82675	-14.17305	1308.08154	-961.96368	
30	0.290	-800.72113	8.75800	-638.81476	769.27338	10.14776	-644.37219	-708.76990	7.84710	496.12247	733.04352	7.07762	505.84332	-14.17826	1308.09106	-961.98212	
31	0.300	-800.73389	8.69765	-638.83087	769.23389	10.12930	-644.39612	-708.74683	7.83742	496.14746	733.00543	7.07150	505.88864	-14.15312	1308.05688	-962.01666	
32	0.310	-800.74951	8.73391	-638.79028	769.24591	10.10142	-644.41064	-708.73840	7.81591	496.17322	733.00604	7.04936	505.87479	-14.21537	1308.09241	-962.02509	
33	0.320	-800.73529	8.69732	-638.78046	769.25555	10.08230	-644.40375	-708.76880	7.85653	496.10535	733.00305	7.05103	505.85559	-14.17188	1308.06982	-961.99255	
34	0.330	-800.71405	8.79112	-638.80402	769.23596	10.10812	-644.39661	-708.78937	7.90232	496.11310	733.03577	7.07268	505.84717	-14.21540	1308.11938	-961.99762	
