PathFileType	4	(X/Y/Z)	D:\TRACE\v60_Jaco2_6-2-23\JustBodyDRS_Motion3_9-platform.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
100.00	100.00	      7000	5	mm	100.00	1	      7000
Frame#	Time	Left_Front			Right_Front			Left_Aft			Right_Aft			Post			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	

1	0.000	-814.59821	128.40497	-611.88934	755.90204	125.75970	-588.77502	-745.80219	-73.83890	504.11334	668.65527	-92.29300	608.22937	-21.47795	1462.18970	-684.28094	
2	0.010	-814.61542	128.43047	-611.85010	755.88617	125.75779	-588.81287	-745.81256	-73.82713	504.13980	668.67596	-92.28201	608.22632	-21.43909	1462.21436	-684.29340	
3	0.020	-814.65637	128.48451	-611.89807	755.89899	125.74962	-588.81543	-745.81360	-73.81371	504.10809	668.64990	-92.30510	608.24780	-21.47723	1462.25330	-684.29303	
4	0.030	-814.64740	128.50771	-611.91071	755.89594	125.76904	-588.80139	-745.81372	-73.80933	504.08493	668.62384	-92.29671	608.24115	-21.40267	1462.22803	-684.28192	
5	0.040	-814.61542	128.42996	-611.87518	755.88318	125.74016	-588.80267	-745.82385	-73.81912	504.11600	668.65234	-92.27819	608.24341	-21.42911	1462.22705	-684.25391	
6	0.050	-814.59045	128.40895	-611.87354	755.92889	125.73106	-588.77502	-745.78668	-73.82872	504.10815	668.69519	-92.26591	608.26721	-21.45190	1462.22375	-684.27563	
7	0.060	-814.59247	128.40627	-611.91003	755.91437	125.74370	-588.77246	-745.79431	-73.82333	504.13025	668.68726	-92.29262	608.21906	-21.44304	1462.24670	-684.28430	
8	0.070	-814.60236	128.42015	-611.87976	755.92590	125.74691	-588.77985	-745.79181	-73.84806	504.13321	668.69312	-92.29288	608.21869	-21.41982	1462.22668	-684.28674	
9	0.080	-814.62500	128.44882	-611.90332	755.90222	125.75646	-588.79156	-745.81201	-73.81219	504.12494	668.70746	-92.29183	608.21924	-21.46942	1462.23804	-684.28601	
10	0.090	-814.67700	128.48421	-611.86719	755.89740	125.72646	-588.79218	-745.79419	-73.82215	504.13284	668.60864	-92.33013	608.21100	-21.45356	1462.23657	-684.30493	
11	0.100	-814.62854	128.46190	-611.89606	755.88879	125.71808	-588.80676	-745.81403	-73.77732	504.12302	668.62842	-92.31679	608.22620	-21.40997	1462.21362	-684.27081	
12	0.110	-814.61786	128.43555	-611.88110	755.90161	125.76556	-588.79730	-745.80908	-73.82407	504.13519	668.61005	-92.29720	608.24261	-21.43323	1462.23376	-684.32312	
13	0.120	-814.62164	128.46251	-611.88055	755.88824	125.73863	-588.80017	-745.80273	-73.84953	504.14645	668.64252	-92.29283	608.24957	-21.42725	1462.22461	-684.29834	
14	0.130	-814.61365	128.43085	-611.88702	755.88434	125.76250	-588.80304	-745.79230	-73.83548	504.13184	668.69086	-92.29138	608.21167	-21.43862	1462.23523	-684.31415	
15	0.140	-814.60968	128.42169	-611.85645	755.90637	125.75354	-588.79938	-745.81525	-73.82685	504.10095	668.67017	-92.29174	608.24463	-21.40263	1462.24963	-684.27203	
16	0.150	-814.63641	128.42819	-611.87671	755.90039	125.75012	-588.79974	-745.80066	-73.84447	504.10727	668.63940	-92.29893	608.23657	-21.38382	1462.23218	-684.29755	
17	0.160	-814.59698	128.41391	-611.86554	755.94165	125.75936	-588.76910	-745.81946	-73.85597	504.12189	668.63104	-92.30215	608.24945	-21.41874	1462.22681	-684.26819	
18	0.170	-814.60449	128.41292	-611.92255	755.88428	125.73617	-588.76855	-745.81274	-73.83959	504.12091	668.62701	-92.29944	608.24530	-21.43162	1462.22388	-684.30560	
19	0.180	-814.62982	128.45203	-611.89380	755.88873	125.75206	-588.79663	-745.80444	-73.83759	504.13834	668.61353	-92.31680	608.25836	-21.46928	1462.22620	-684.29602	
20	0.190	-814.62476	128.45259	-611.89130	755.89697	125.74641	-588.80554	-745.82135	-73.79897	504.11627	668.63104	-92.31401	608.23761	-21.45073	1462.22205	-684.25928	
21	0.200	-814.64539	128.46030	-611.87189	755.90906	125.73977	-588.80139	-745.78821	-73.81740	504.14148	668.63892	-92.30315	608.22906	-21.41244	1462.20337	-684.30621	
22	0.210	-814.60382	128.40558	-611.88635	755.89368	125.75414	-588.81409	-745.83423	-73.83865	504.11884	668.68390	-92.29208	608.21259	-21.45145	1462.23364	-684.30127	
23	0.220	-814.62280	128.42223	-611.87152	755.91376	125.74601	-588.77295	-745.80029	-73.81052	504.12881	668.72913	-92.28416	608.24249	-21.44400	1462.24353	-684.29401	
24	0.230	-814.64545	128.44966	-611.87360	755.92102	125.75127	-588.79431	-745.81830	-73.80847	504.09457	668.69116	-92.28902	608.24731	-21.46448	1462.25073	-684.30664	
25	0.240	-814.63110	128.47101	-611.89172	755.91870	125.76481	-588.78546	-745.80133	-73.79898	504.12454	668.65350	-92.26912	608.26563	-21.45299	1462.24133	-684.28564	
26	0.250	-814.66455	128.51056	-611.87109	755.94000	125.72533	-588.78198	-745.79883	-73.83725	504.09961	668.62659	-92.30061	608.21332	-21.42014	1462.23328	-684.28918	
27	0.260	-814.65472	128.50197	-611.86993	755.91467	125.74988	-588.78967	-745.80939	-73.82491	504.11850	668.66425	-92.30619	608.19818	-21.45253	1462.25989	-684.32507	
28	0.270	-814.60760	128.45123	-611.87421	755.91559	125.72974	-588.78479	-745.81073	-73.82633	504.11740	668.71027	-92.28719	608.21625	-21.46286	1462.25159	-684.32379	
29	0.280	-814.62805	128.45218	-611.86823	755.91431	125.74944	-588.77631	-745.78345	-73.83874	504.13730	668.67499	-92.30368	608.23926	-21.47089	1462.22559	-684.26984	
30	0.290	-814.59363	128.40431	-611.89294	755.90631	125.72822	-588.78796	-745.77197	-73.85677	504.11526	668.67786	-92.30338	608.25171	-21.41513	1462.20691	-684.23175	
31	0.300	-814.62311	128.43604	-611.90582	755.89569	125.76044	-588.80267	-745.78369	-73.82215	504.12946	668.64111	-92.31198	608.22540	-21.46595	1462.21753	-684.27039	
32	0.310	-814.62842	128.42560	-611.92218	755.91547	125.75302	-588.76965	-745.80042	-73.83876	504.13486	668.61755	-92.31808	608.24469	-21.45662	1462.20325	-684.26068	
33	0.320	-814.65265	128.46274	-611.88086	755.90009	125.73100	-588.78058	-745.80804	-73.81950	504.10434	668.64587	-92.30426	608.20331	-21.46020	1462.22546	-684.28418	
